point_id_old,point_id_new,mass_region,field,old,new,rel_delta
point_ddc69ede3eed1b36,point_33fdbfe2a0cc1b21,R150_anchor,width_Zgamma_GeV,1.4720646145454395e-08,1.4720646145454095e-08,-2.034146e-14
point_ddc69ede3eed1b36,point_33fdbfe2a0cc1b21,R150_anchor,total_width_GeV,0.0010262133472681379,0.0010262133472681376,-2.113015e-16
point_ddc69ede3eed1b36,point_33fdbfe2a0cc1b21,R150_anchor,width_unaccounted_GeV,5.577677199507507e-07,5.577677199509676e-07,3.887648e-13
point_ddc69ede3eed1b36,point_33fdbfe2a0cc1b21,R150_anchor,BR_bb,0.7567778486581666,0.7567778486581663,-2.934079e-16
point_ddc69ede3eed1b36,point_33fdbfe2a0cc1b21,R150_anchor,BR_cc,0.03388193998818412,0.0338819399881841,-6.143887e-16
point_ddc69ede3eed1b36,point_33fdbfe2a0cc1b21,R150_anchor,BR_tautau,0.07565471389703617,0.07565471389703612,-5.503076e-16
point_ddc69ede3eed1b36,point_33fdbfe2a0cc1b21,R150_anchor,BR_gg,0.1329095121289659,0.13290951212896604,1.044153e-15
point_ddc69ede3eed1b36,point_33fdbfe2a0cc1b21,R150_anchor,BR_gammagamma,0.00021812046687511133,0.00021812046687510838,-1.354504e-14
point_ddc69ede3eed1b36,point_33fdbfe2a0cc1b21,R150_anchor,BR_Zgamma,1.434462549589901e-05,1.4344625495898722e-05,-2.007659e-14
point_ddc69ede3eed1b36,point_33fdbfe2a0cc1b21,R150_anchor,ctau_physical_mm,1.9228650740637923e-10,1.9228650740637928e-10,2.688633e-16
point_1db32f912fad3fb9,point_9b7fa7675b1c32ba,R150_anchor,campaign_id,high_mass_h2_physical_point_scan_v1,high_mass_h2_physical_point_scan_v2_mh12520,
point_1db32f912fad3fb9,point_9b7fa7675b1c32ba,R150_anchor,m_h_GeV,125.13,125.2,5.594182e-04
point_1db32f912fad3fb9,point_9b7fa7675b1c32ba,R150_anchor,lambda1,4.415000764687602,4.415289807568972,6.546836e-05
point_1db32f912fad3fb9,point_9b7fa7675b1c32ba,R150_anchor,lambda2,0.5180658206335397,0.518354863514909,5.579269e-04
point_1db32f912fad3fb9,point_9b7fa7675b1c32ba,R150_anchor,lambda3,7.235639391356737,7.235928434238107,3.994711e-05
point_1db32f912fad3fb9,point_9b7fa7675b1c32ba,R150_anchor,g_hH2H2_GeV,575.327713005657,575.3988813083945,1.237005e-04
point_1db32f912fad3fb9,point_9b7fa7675b1c32ba,R150_anchor,width_bb_GeV,0.000776615529209877,0.0007766155292098769,-1.396060e-16
point_1db32f912fad3fb9,point_9b7fa7675b1c32ba,R150_anchor,width_cc_GeV,3.477009904721258e-05,3.4770099047212564e-05,-3.897753e-16
point_1db32f912fad3fb9,point_9b7fa7675b1c32ba,R150_anchor,width_tautau_GeV,7.763787718489075e-05,7.763787718489073e-05,-3.491215e-16
point_1db32f912fad3fb9,point_9b7fa7675b1c32ba,R150_anchor,width_gg_GeV,0.0001363935153256408,0.00013639351532564138,4.173264e-15
point_1db32f912fad3fb9,point_9b7fa7675b1c32ba,R150_anchor,width_gammagamma_GeV,2.3572873407832772e-07,2.3572873407832815e-07,1.796626e-15
point_1db32f912fad3fb9,point_9b7fa7675b1c32ba,R150_anchor,width_Zgamma_GeV,1.620659364674036e-08,1.620659364674091e-08,3.389040e-14
