m_phi,mA,alpha,beta,lambda6,lambda7,m12,positivty,unitarity,perturbativity,w_h2_bb,w_h2_tautau,w_h2_WW,w_h2_ZZ,w_h2_gaga,w_h2_Zga,w_h2_gg,w_h2_hh,w_total_h2,branching_ratio_h2_gaga
125.0,320.0,0.001,1.57,-20.0,-20.0,0.0,0,0,0,0.0,0.0,,,545334.5987039822,52071.03790371756,0.0,0.0,597405.6366077028,0.912838053890151
125.0,320.0,0.001,1.57,-20.0,-20.0,10.0,0,0,0,0.0,0.0,,,545352.5897112073,52072.75573830626,0.0,0.0,597425.3454495165,0.9128380539343732
125.0,320.0,0.001,1.57,-20.0,-20.0,20.0,0,0,0,0.0,0.0,,,545370.581273425,52074.47369347604,0.0,0.0,597445.0549669041,0.9128380538753245
125.0,320.0,0.001,1.57,-20.0,0.0,0.0,1,0,0,0.0,0.0,,,0.0002439310885577411,2.326650447062502e-05,0.0,0.0,0.0002672006579991857,0.9129135024752988
125.0,320.0,0.001,1.57,-20.0,0.0,10.0,1,0,0,0.0,0.0,,,1.181304356448656e-05,1.122434181678072e-06,0.0,0.0,1.293854271698083e-05,0.9130119073597718
125.0,320.0,0.001,1.57,-20.0,0.0,20.0,0,0,0,0.0,0.0,,,7.646228755447291e-05,7.315059269476887e-06,0.0,0.0,8.378041179477038e-05,0.9126511306936036
125.0,320.0,0.001,1.57,-20.0,20.0,0.0,1,0,0,0.0,0.0,,,545380.733985559,52075.44070075022,0.0,0.0,597456.1746863122,0.9128380575728506
125.0,320.0,0.001,1.57,-20.0,20.0,10.0,1,0,0,0.0,0.0,,,545362.7424183671,52073.72278744665,0.0,0.0,597436.4652058168,0.9128380575673258
125.0,320.0,0.001,1.57,-20.0,20.0,20.0,1,0,0,0.0,0.0,,,545344.7511538527,52072.00490427951,0.0,0.0,597416.7560581352,0.9128380575599133
125.0,320.0,0.001,1.57,0.0,-20.0,0.0,0,0,0,0.0,0.0,,,545335.290236076,52071.10390306713,0.0,0.0,597406.3941391462,0.9128380539379665
125.0,320.0,0.001,1.57,0.0,-20.0,10.0,0,0,0,0.0,0.0,,,545353.2812535125,52072.82173861255,0.0,0.0,597426.1029921281,0.9128380539822148
125.0,320.0,0.001,1.57,0.0,-20.0,20.0,0,0,0,0.0,0.0,,,545371.2728152564,52074.53969122755,0.0,0.0,597445.8125064869,0.9128380539269992
125.0,320.0,0.001,1.57,0.0,0.0,0.0,1,0,0,0.0,0.0,,,0.0002295223195573144,2.189144370393069e-05,0.0,0.0,0.0002514168282320609,0.9129155004113824
125.0,320.0,0.001,1.57,0.0,0.0,10.0,1,0,0,0.0,0.0,,,8.81324796421873e-06,8.367542858714636e-07,0.0,0.0,9.653067220902507e-06,0.9129997504974114
125.0,320.0,0.001,1.57,0.0,0.0,20.0,0,0,0,0.0,0.0,,,8.487146528660538e-05,8.118760220189098e-06,0.0,0.0,9.299329047761116e-05,0.912662245315847
125.0,320.0,0.001,1.57,0.0,20.0,0.0,1,0,0,0.0,0.0,,,545380.0423098154,52075.3746564165,0.0,0.0,597455.4169662349,0.9128380575728171
125.0,320.0,0.001,1.57,0.0,20.0,10.0,1,0,0,0.0,0.0,,,545362.0507528193,52073.65674406377,0.0,0.0,597435.707496886,0.9128380575673272
125.0,320.0,0.001,1.57,0.0,20.0,20.0,1,0,0,0.0,0.0,,,545344.0594937465,52071.93886014962,0.0,0.0,597415.9983538991,0.9128380575618498
125.0,320.0,0.001,1.57,20.0,-20.0,0.0,0,0,0,0.0,0.0,,,545335.9817611625,52071.16990041125,0.0,0.0,597407.1516615768,0.9128380539878238
125.0,320.0,0.001,1.57,20.0,-20.0,10.0,0,0,0,0.0,0.0,,,545353.9729134988,52072.88778146583,0.0,0.0,597426.8606949676,0.9128380539822162
125.0,320.0,0.001,1.57,20.0,-20.0,20.0,0,0,0,0.0,0.0,,,545371.9643599872,52074.60568324322,0.0,0.0,597446.5700432335,0.9128380539878604
125.0,320.0,0.001,1.57,20.0,0.0,0.0,1,0,0,0.0,0.0,,,0.0002155521591219484,2.055826328675609e-05,0.0,0.0,0.0002361134873795164,0.9129176037939809
125.0,320.0,0.001,1.57,20.0,0.0,10.0,1,0,0,0.0,0.0,,,6.25206092515799e-06,5.929547382100761e-07,0.0,0.0,6.848080634180379e-06,0.9129654364687946
125.0,320.0,0.001,1.57,20.0,0.0,20.0,0,0,0,0.0,0.0,,,9.371925157349821e-05,8.964341516731669e-06,0.0,0.0,0.0001026866580610427,0.912672136216433
125.0,320.0,0.001,1.57,20.0,20.0,0.0,1,0,0,0.0,0.0,,,545379.3506332979,52075.30861198618,0.0,0.0,597454.6592452872,0.9128380575728182
125.0,320.0,0.001,1.57,20.0,20.0,10.0,1,0,0,0.0,0.0,,,545361.3590936788,52073.59070256555,0.0,0.0,597434.9497962473,0.9128380575653835
125.0,320.0,0.001,1.57,20.0,20.0,20.0,1,0,0,0.0,0.0,,,545343.3678459958,52071.87281971253,0.0,0.0,597415.2406657113,0.9128380575599464
125.0,320.0,0.001,1.59,-20.0,-20.0,0.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,-20.0,-20.0,10.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,-20.0,-20.0,20.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,-20.0,0.0,0.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,-20.0,0.0,10.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,-20.0,0.0,20.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,-20.0,20.0,0.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,-20.0,20.0,10.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,-20.0,20.0,20.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,0.0,-20.0,0.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,0.0,-20.0,10.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,0.0,-20.0,20.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,0.0,0.0,0.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,0.0,0.0,10.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,0.0,0.0,20.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,0.0,20.0,0.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,0.0,20.0,10.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,0.0,20.0,20.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,20.0,-20.0,0.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,20.0,-20.0,10.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,20.0,-20.0,20.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,20.0,0.0,0.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,20.0,0.0,10.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,20.0,0.0,20.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,20.0,20.0,0.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,20.0,20.0,10.0,0,0,0,,,,,,,,,,
125.0,320.0,0.001,1.59,20.0,20.0,20.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.55,-20.0,-20.0,0.0,0,0,0,0.0,0.0,,,1.169938493863091,0.111736569653487,0.0,0.0,1.281675720185077,0.9128194249432676
125.0,320.0,0.0055000000000000005,1.55,-20.0,-20.0,10.0,0,0,0,0.0,0.0,,,1.169977149853437,0.1117402611255174,0.0,0.0,1.281718067647455,0.9128194252585411
125.0,320.0,0.0055000000000000005,1.55,-20.0,-20.0,20.0,0,0,0,0.0,0.0,,,1.170015806480939,0.1117439526580049,0.0,0.0,1.281760415807444,0.9128194255740756
125.0,320.0,0.0055000000000000005,1.55,-20.0,0.0,0.0,1,0,0,0.0,0.0,,,9.042036288727858e-07,6.537446015326901e-08,0.0,0.0,1.626246588748364e-06,0.5560064722833353
125.0,320.0,0.0055000000000000005,1.55,-20.0,0.0,10.0,1,0,0,0.0,0.0,,,8.705396900674367e-07,6.258135417015044e-08,0.0,0.0,1.589789543959926e-06,0.5475817182059544
125.0,320.0,0.0055000000000000005,1.55,-20.0,0.0,20.0,1,0,0,0.0,0.0,,,8.375143578245208e-07,5.984922525650894e-08,0.0,0.0,1.554032082802173e-06,0.5389299018295335
125.0,320.0,0.0055000000000000005,1.55,-20.0,20.0,0.0,0,0,0,0.0,0.0,,,1.174056208646899,0.1120787017212395,0.0,0.0,1.286135567036638,0.9128557196750423
125.0,320.0,0.0055000000000000005,1.55,-20.0,20.0,10.0,0,0,0,0.0,0.0,,,1.174017485330216,0.112075004663475,0.0,0.0,1.286093146662191,0.9128557199586627
125.0,320.0,0.0055000000000000005,1.55,-20.0,20.0,20.0,0,0,0,0.0,0.0,,,1.1739787626521,0.1120713076667391,0.0,0.0,1.286050726987339,0.9128557202422528
125.0,320.0,0.0055000000000000005,1.55,0.0,-20.0,0.0,0,0,0,0.0,0.0,,,1.170951861821888,0.1118333416931729,0.0,0.0,1.28278586018356,0.9128194332094759
125.0,320.0,0.0055000000000000005,1.55,0.0,-20.0,10.0,0,0,0,0.0,0.0,,,1.170990534548741,0.1118370347629631,0.0,0.0,1.282828225980204,0.9128194335246964
125.0,320.0,0.0055000000000000005,1.55,0.0,-20.0,20.0,0,0,0,0.0,0.0,,,1.171029207913848,0.1118407278936479,0.0,0.0,1.282870592475996,0.9128194338399409
125.0,320.0,0.0055000000000000005,1.55,0.0,0.0,0.0,1,0,0,0.0,0.0,,,2.328601001667371e-07,1.231309930250691e-08,0.0,0.0,9.018416991903302e-07,0.2582050712179287
125.0,320.0,0.0055000000000000005,1.55,0.0,0.0,10.0,1,0,0,0.0,0.0,,,2.159337670061358e-07,1.111817630476987e-08,0.0,0.0,8.837204430320206e-07,0.2443462394796174
125.0,320.0,0.0055000000000000005,1.55,0.0,0.0,20.0,1,0,0,0.0,0.0,,,1.996460404082003e-07,9.984230376532361e-09,0.0,0.0,8.662987705058765e-07,0.2304586445293195
125.0,320.0,0.0055000000000000005,1.55,0.0,20.0,0.0,0,0,0,0.0,0.0,,,1.173041498000734,0.1119818235587385,0.0,0.0,1.285023978227972,0.9128557271112868
125.0,320.0,0.0055000000000000005,1.55,0.0,20.0,10.0,0,0,0,0.0,0.0,,,1.173002791421657,0.1119781280991945,0.0,0.0,1.284981576189351,0.9128557273951191
125.0,320.0,0.0055000000000000005,1.55,0.0,20.0,20.0,0,0,0,0.0,0.0,,,1.172964085480866,0.111974432700524,0.0,0.0,1.28493917484989,0.9128557276790124
125.0,320.0,0.0055000000000000005,1.55,20.0,-20.0,0.0,0,0,0,0.0,0.0,,,1.171965668467405,0.111930155620949,0.0,0.0,1.283896480756853,0.9128194414681581
125.0,320.0,0.0055000000000000005,1.55,20.0,-20.0,10.0,0,0,0,0.0,0.0,,,1.17200435793108,0.1119338502886638,0.0,0.0,1.283938864888243,0.9128194417832296
125.0,320.0,0.0055000000000000005,1.55,20.0,-20.0,20.0,0,0,0,0.0,0.0,,,1.172043048034104,0.1119375450176473,0.0,0.0,1.283981249720252,0.9128194420981336
125.0,320.0,0.0055000000000000005,1.55,20.0,0.0,0.0,0,0,0,0.0,0.0,,,2.02076917126385e-10,1.139432881801084e-09,0.0,0.0,6.580100095200167e-07,0.0003071031051241749
125.0,320.0,0.0055000000000000005,1.55,20.0,0.0,10.0,0,0,0,0.0,0.0,,,1.334940127948883e-11,1.542692869401053e-09,0.0,0.0,6.582245419917955e-07,2.0280923040477e-05
125.0,320.0,0.0055000000000000005,1.55,20.0,0.0,20.0,0,0,0,0.0,0.0,,,4.632284480714617e-10,2.006929926505692e-09,0.0,0.0,6.591386580956621e-07,0.0007027784554615403
125.0,320.0,0.0055000000000000005,1.55,20.0,20.0,0.0,0,0,0,0.0,0.0,,,1.172027226040163,0.1118849872840003,0.0,0.0,1.283912869992663,0.9128557345537479
125.0,320.0,0.0055000000000000005,1.55,20.0,20.0,10.0,0,0,0,0.0,0.0,,,1.171988536198161,0.111881293422466,0.0,0.0,1.283870486289127,0.9128557348379064
125.0,320.0,0.0055000000000000005,1.55,20.0,20.0,20.0,0,0,0,0.0,0.0,,,1.171949846995338,0.1118775996220236,0.0,0.0,1.283828103285861,0.9128557351220312
125.0,320.0,0.0055000000000000005,1.57,-20.0,-20.0,0.0,0,0,0,0.0,0.0,,,545314.7639727142,52069.14694004163,0.0,0.0,597383.9109127936,0.9128380493868364
125.0,320.0,0.0055000000000000005,1.57,-20.0,-20.0,10.0,0,0,0,0.0,0.0,,,545332.7544541289,52070.86472448905,0.0,0.0,597403.6191786557,0.9128380494311087
125.0,320.0,0.0055000000000000005,1.57,-20.0,-20.0,20.0,0,0,0,0.0,0.0,,,545350.7454905021,52072.58262949739,0.0,0.0,597423.3281200372,0.9128380493721323
125.0,320.0,0.0055000000000000005,1.57,-20.0,0.0,0.0,1,0,0,0.0,0.0,,,0.0002434024103674881,2.315317778493618e-05,0.0,0.0,0.0002665932433471038,0.9130104248387823
125.0,320.0,0.0055000000000000005,1.57,-20.0,0.0,10.0,1,0,0,0.0,0.0,,,1.16978446616802e-05,1.097737953972615e-06,0.0,0.0,1.283323781029039e-05,0.9115271480670476
125.0,320.0,0.0055000000000000005,1.57,-20.0,0.0,20.0,0,0,0,0.0,0.0,,,7.675401439068191e-05,7.378367719304195e-06,0.0,0.0,8.41700373046774e-05,0.9118923651280909
125.0,320.0,0.0055000000000000005,1.57,-20.0,20.0,0.0,1,0,0,0.0,0.0,,,545360.848392842,52073.53892135796,0.0,0.0,597434.3873142377,0.9128380621753429
125.0,320.0,0.0055000000000000005,1.57,-20.0,20.0,10.0,1,0,0,0.0,0.0,,,545342.8573522529,52071.82105836846,0.0,0.0,597414.6784106591,0.9128380621699216
125.0,320.0,0.0055000000000000005,1.57,-20.0,20.0,20.0,1,0,0,0.0,0.0,,,545324.8666143726,52070.10322551457,0.0,0.0,597394.9698399248,0.912838062162618
125.0,320.0,0.0055000000000000005,1.57,0.0,-20.0,0.0,0,0,0,0.0,0.0,,,545315.4554796406,52069.21293699298,0.0,0.0,597384.6684166713,0.912838049434652
125.0,320.0,0.0055000000000000005,1.57,0.0,-20.0,10.0,0,0,0,0.0,0.0,,,545333.4461081171,52070.93076433581,0.0,0.0,597404.3768724906,0.9128380494348345
125.0,320.0,0.0055000000000000005,1.57,0.0,-20.0,20.0,0,0,0,0.0,0.0,,,545351.4370071649,52072.64862485158,0.0,0.0,597424.0856320543,0.9128380494238054
125.0,320.0,0.0055000000000000005,1.57,0.0,0.0,0.0,1,0,0,0.0,0.0,,,0.0002290097599481532,2.178154558995888e-05,0.0,0.0,0.0002508289607327438,0.9130116366114566
125.0,320.0,0.0055000000000000005,1.57,0.0,0.0,10.0,1,0,0,0.0,0.0,,,8.713833932395094e-06,8.15454765417337e-07,0.0,0.0,9.566943892444133e-06,0.9108273269248693
125.0,320.0,0.0055000000000000005,1.57,0.0,0.0,20.0,0,0,0,0.0,0.0,,,8.517864327940802e-05,8.185433511507022e-06,0.0,0.0,9.340173198555848e-05,0.9119599976216513
125.0,320.0,0.0055000000000000005,1.57,0.0,20.0,0.0,1,0,0,0.0,0.0,,,545360.1567422653,52073.47287939449,0.0,0.0,597433.6296216976,0.9128380621753652
125.0,320.0,0.0055000000000000005,1.57,0.0,20.0,10.0,1,0,0,0.0,0.0,,,545342.1657119093,52071.75501739411,0.0,0.0,597413.9207293411,0.9128380621699257
125.0,320.0,0.0055000000000000005,1.57,0.0,20.0,20.0,1,0,0,0.0,0.0,,,545324.1749795261,52070.03718382372,0.0,0.0,597394.2121633876,0.9128380621645188
125.0,320.0,0.0055000000000000005,1.57,20.0,-20.0,0.0,0,0,0,0.0,0.0,,,545316.1471339159,52069.27897925468,0.0,0.0,597385.4261132083,0.9128380494347298
125.0,320.0,0.0055000000000000005,1.57,20.0,-20.0,10.0,0,0,0,0.0,0.0,,,545334.1377429311,52070.99680478741,0.0,0.0,597405.1345477563,0.9128380494348386
125.0,320.0,0.0055000000000000005,1.57,20.0,-20.0,20.0,0,0,0,0.0,0.0,,,545352.1286810954,52072.71466176051,0.0,0.0,597424.8433428936,0.9128380494349296
125.0,320.0,0.0055000000000000005,1.57,20.0,0.0,0.0,1,0,0,0.0,0.0,,,0.0002150557021819685,2.045179223790132e-05,0.0,0.0,0.0002355451496145015,0.9130126539813428
125.0,320.0,0.0055000000000000005,1.57,20.0,0.0,10.0,1,0,0,0.0,0.0,,,6.168415788788186e-06,5.750503989711657e-07,0.0,0.0,6.781121382391053e-06,0.9096453876796962
125.0,320.0,0.0055000000000000005,1.57,20.0,0.0,20.0,0,0,0,0.0,0.0,,,9.404186477027403e-05,9.034378130550424e-06,0.0,0.0,0.0001031138980954562,0.912019296207929
125.0,320.0,0.0055000000000000005,1.57,20.0,20.0,0.0,1,0,0,0.0,0.0,,,545359.465090952,52073.40683737273,0.0,0.0,597432.8719283624,0.9128380621753694
125.0,320.0,0.0055000000000000005,1.57,20.0,20.0,10.0,1,0,0,0.0,0.0,,,545341.4740779349,52071.68897827837,0.0,0.0,597413.1630562509,0.9128380621680191
125.0,320.0,0.0055000000000000005,1.57,20.0,20.0,20.0,1,0,0,0.0,0.0,,,545323.4833569416,52069.97114578649,0.0,0.0,597393.4545027658,0.912838062162626
125.0,320.0,0.0055000000000000005,1.59,-20.0,-20.0,0.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,-20.0,-20.0,10.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,-20.0,-20.0,20.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,-20.0,0.0,0.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,-20.0,0.0,10.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,-20.0,0.0,20.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,-20.0,20.0,0.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,-20.0,20.0,10.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,-20.0,20.0,20.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,0.0,-20.0,0.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,0.0,-20.0,10.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,0.0,-20.0,20.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,0.0,0.0,0.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,0.0,0.0,10.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,0.0,0.0,20.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,0.0,20.0,0.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,0.0,20.0,10.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,0.0,20.0,20.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,20.0,-20.0,0.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,20.0,-20.0,10.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,20.0,-20.0,20.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,20.0,0.0,0.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,20.0,0.0,10.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,20.0,0.0,20.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,20.0,20.0,0.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,20.0,20.0,10.0,0,0,0,,,,,,,,,,
125.0,320.0,0.0055000000000000005,1.59,20.0,20.0,20.0,0,0,0,,,,,,,,,,
125.0,320.0,0.01,1.55,-20.0,-20.0,0.0,0,0,0,0.0,0.0,,,1.169673899332561,0.1117156646829738,0.0,0.0,1.281390464583826,0.9128161412629608
125.0,320.0,0.01,1.55,-20.0,-20.0,10.0,0,0,0,0.0,0.0,,,1.169712553220812,0.1117193560264101,0.0,0.0,1.281432809815514,0.9128161416354043
125.0,320.0,0.01,1.55,-20.0,-20.0,20.0,0,0,0,0.0,0.0,,,1.169751207744802,0.1117230474297569,0.0,0.0,1.281475155742851,0.9128161420083998
125.0,320.0,0.01,1.55,-20.0,0.0,0.0,1,0,0,0.0,0.0,,,8.725774761717475e-07,5.952314580955009e-08,0.0,0.0,1.832668913525984e-06,0.47612390308566
125.0,320.0,0.01,1.55,-20.0,0.0,10.0,1,0,0,0.0,0.0,,,8.395112170881406e-07,5.68592091467302e-08,0.0,0.0,1.796938717779593e-06,0.4671896758535493
125.0,320.0,0.01,1.55,-20.0,0.0,20.0,1,0,0,0.0,0.0,,,8.070836395591321e-07,5.42562567140199e-08,0.0,0.0,1.761908187816994e-06,0.4580736074330352
125.0,320.0,0.01,1.55,-20.0,20.0,0.0,0,0,0,0.0,0.0,,,1.173718441186031,0.1120420847563466,0.0,0.0,1.285761426510669,0.9128586509017438
125.0,320.0,0.01,1.55,-20.0,20.0,10.0,0,0,0,0.0,0.0,,,1.173679721166603,0.1120383880855341,0.0,0.0,1.285719009820429,0.9128586512308987
125.0,320.0,0.01,1.55,-20.0,20.0,20.0,0,0,0,0.0,0.0,,,1.173641001785897,0.1120346914757398,0.0,0.0,1.285676593829928,0.9128586515600426
125.0,320.0,0.01,1.55,0.0,-20.0,0.0,0,0,0,0.0,0.0,,,1.170687022501075,0.1118124152362946,0.0,0.0,1.282500338305661,0.9128161510254998
125.0,320.0,0.01,1.55,0.0,-20.0,10.0,0,0,0,0.0,0.0,,,1.170725693124704,0.1118161081773602,0.0,0.0,1.282542701870356,0.9128161513978547
125.0,320.0,0.01,1.55,0.0,-20.0,20.0,0,0,0,0.0,0.0,,,1.170764364386664,0.1118198011793268,0.0,0.0,1.282585066134282,0.9128161517702319
125.0,320.0,0.01,1.55,0.0,0.0,0.0,1,0,0,0.0,0.0,,,2.170053279333296e-07,9.855001489872332e-09,0.0,0.0,1.127428620967047e-06,0.1924781080572482
125.0,320.0,0.01,1.55,0.0,0.0,10.0,1,0,0,0.0,0.0,,,2.00675506556808e-07,8.789136292409905e-09,0.0,0.0,1.11003293439306e-06,0.1807833806899907
125.0,320.0,0.01,1.55,0.0,0.0,20.0,1,0,0,0.0,0.0,,,1.849843667349655e-07,7.784255325037838e-09,0.0,0.0,1.093336913603845e-06,0.1691924643111354
125.0,320.0,0.01,1.55,0.0,20.0,0.0,0,0,0,0.0,0.0,,,1.17270400687283,0.1119452348667018,0.0,0.0,1.284650142307824,0.9128586595305346
125.0,320.0,0.01,1.55,0.0,20.0,10.0,0,0,0,0.0,0.0,,,1.17266530359,0.1119415397939456,0.0,0.0,1.284607743952237,0.9128586598599866
125.0,320.0,0.01,1.55,0.0,20.0,20.0,0,0,0,0.0,0.0,,,1.172626600945371,0.1119378447821825,0.0,0.0,1.284565346295845,0.9128586601894103
125.0,320.0,0.01,1.55,20.0,-20.0,0.0,0,0,0,0.0,0.0,,,1.171700584243627,0.1119092076668555,0.0,0.0,1.283610692478774,0.9128161607792172
125.0,320.0,0.01,1.55,20.0,-20.0,10.0,0,0,0,0.0,0.0,,,1.17173927160291,0.1119129022057897,0.0,0.0,1.283653074376991,0.9128161611513318
125.0,320.0,0.01,1.55,20.0,-20.0,20.0,0,0,0,0.0,0.0,,,1.171777959601579,0.1119165968059291,0.0,0.0,1.2836954569758,0.9128161615233243
125.0,320.0,0.01,1.55,20.0,0.0,0.0,0,0,0,0.0,0.0,,,5.96308296077497e-12,2.063788382598373e-09,0.0,0.0,9.02638043009404e-07,6.60628366703224e-06
125.0,320.0,0.01,1.55,20.0,0.0,10.0,0,0,0,0.0,0.0,,,4.125794135181624e-10,2.595994650459202e-09,0.0,0.0,9.035768656078221e-07,0.0004566068800805636
125.0,320.0,0.01,1.55,20.0,0.0,20.0,0,0,0,0.0,0.0,,,1.457877298727278e-09,3.189185148404364e-09,0.0,0.0,9.052153539909736e-07,0.001610530899967275
125.0,320.0,0.01,1.55,20.0,20.0,0.0,0,0,0,0.0,0.0,,,1.171690011132581,0.1118484268540374,0.0,0.0,1.28353933855491,0.9128586681665277
125.0,320.0,0.01,1.55,20.0,20.0,10.0,0,0,0,0.0,0.0,,,1.171651324585579,0.1118447333792035,0.0,0.0,1.283496958533074,0.9128586684963206
125.0,320.0,0.01,1.55,20.0,20.0,20.0,0,0,0,0.0,0.0,,,1.171612638677789,0.1118410399655531,0.0,0.0,1.283454579211633,0.912858668826018
125.0,320.0,0.01,1.57,-20.0,-20.0,0.0,0,0,0,0.0,0.0,,,545272.8451399147,52065.14731777975,0.0,0.0,597337.9924578051,0.9128380448334396
125.0,320.0,0.01,1.57,-20.0,-20.0,10.0,0,0,0,0.0,0.0,,,545290.8343669168,52066.86498250149,0.0,0.0,597357.699349529,0.9128380448777867
125.0,320.0,0.01,1.57,-20.0,-20.0,20.0,0,0,0,0.0,0.0,,,545308.8241488198,52068.58276775335,0.0,0.0,597377.4069166839,0.9128380448189162
125.0,320.0,0.01,1.57,-20.0,0.0,0.0,1,0,0,0.0,0.0,,,0.0002428644587816118,2.303919238888013e-05,0.0,0.0,0.0002660143623006441,0.9129749863172094
125.0,320.0,0.01,1.57,-20.0,0.0,10.0,1,0,0,0.0,0.0,,,1.158273878766922e-05,1.073272485232413e-06,0.0,0.0,1.276672240293048e-05,0.9072601739198558
125.0,320.0,0.01,1.57,-20.0,0.0,20.0,0,0,0,0.0,0.0,,,7.70431822843977e-05,7.441648843859782e-06,0.0,0.0,8.459554225844424e-05,0.9107239013732704
125.0,320.0,0.01,1.57,-20.0,20.0,0.0,1,0,0,0.0,0.0,,,545318.8768350213,52069.52830608014,0.0,0.0,597388.4051412122,0.9128380667283247
125.0,320.0,0.01,1.57,-20.0,20.0,10.0,1,0,0,0.0,0.0,,,545300.8870496979,52067.810562998,0.0,0.0,597368.6976128067,0.9128380667229784
125.0,320.0,0.01,1.57,-20.0,20.0,20.0,1,0,0,0.0,0.0,,,545282.8975670644,52066.09285004961,0.0,0.0,597348.9904172247,0.9128380667157499
125.0,320.0,0.01,1.57,0.0,-20.0,0.0,0,0,0,0.0,0.0,,,545273.5365936687,52065.21330965826,0.0,0.0,597338.7499034377,0.912838044881258
125.0,320.0,0.01,1.57,0.0,-20.0,10.0,0,0,0,0.0,0.0,,,545291.5259677214,52066.93101728021,0.0,0.0,597358.4569851123,0.9128380448815031
125.0,320.0,0.01,1.57,0.0,-20.0,20.0,0,0,0,0.0,0.0,,,545309.5156123285,52068.64875805678,0.0,0.0,597378.1643704961,0.9128380448705615
125.0,320.0,0.01,1.57,0.0,0.0,0.0,1,0,0,0.0,0.0,,,0.0002284885089317078,2.16710441215318e-05,0.0,0.0,0.0002502702641832511,0.9129670665325447
125.0,320.0,0.01,1.57,0.0,0.0,10.0,1,0,0,0.0,0.0,,,8.614632885015368e-06,7.943972430604536e-07,0.0,0.0,9.519741258087397e-06,0.9049230069879154
125.0,320.0,0.01,1.57,0.0,0.0,20.0,0,0,0,0.0,0.0,,,8.548292025702276e-05,8.252046601242855e-06,0.0,0.0,9.384567798831173e-05,0.9108881952738352
