m_phi,mA,alpha,beta,lambda6,lambda7,m12,sin_ba,tan_beta,positivity_ok,unitarity_ok,perturbativity_ok,width_h2_bb,width_h2_tautau,width_h2_WW,width_h2_ZZ,width_h2_gaga,total_width_h2,branching_ratio_h2_gaga
286.75908,243.7933378,0.0002859,-1.571342013,-17.864335847,-22.0,-6.68667,-0.999999654232212,1832.554848170972,0.0,0.0,0.0,0.0,0.0,3.286285662e-06,1.444039702e-06,158017052.2731426,265921482.4895048,0.594224471049943
330.84792,193.218521,2.06e-05,-1.571342013,-22.0,-13.53732934,1.939989999999998,-0.999999839659971,1832.554848170972,0.0,0.0,0.0,0.0,0.0,2.622345094e-06,1.186620197e-06,494202511.4373899,868794437.8522358,0.568837103353375
279.41094,142.6437042,0.0002859,-1.571342013,-13.728671694,-22.0,-2.373340000000001,-0.999999654232212,1832.554848170972,0.0,0.0,0.0,0.0,0.0,2.967903554e-06,1.296141553e-06,7161916194.026627,12401240223.594307,0.577516124588937
251.57,450.0,0.0301,1.575691896315,10.424589999999997,-30.0,-30.0,0.999682385156714,-204.26469423299156,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
150.314,375.0,0.0501,1.5506918963,10.424589999999997,-10.0,-30.0,0.997536680957744,49.7335782402837,0.0,0.0,0.0,0.0,0.0,5.8762534963e-05,7.036351269e-06,0.308397832636077,0.380892205777216,0.809672206357665
301.45536,212.1840773,-0.0002447,-1.571342013,-22.0,-17.76866467,-11.0,-0.999999954703653,1832.554848170972,0.0,0.0,0.0,0.0,0.0,5.22223871e-07,2.32024655e-07,269380192.98927766,461048674.7414837,0.584277122454202
375.314,150.0,0.0301,1.580691896318,10.424589999999997,10.0,-30.0,0.999795897437906,-101.05202703966292,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
338.19606,300.6900067,0.0002859,-1.571342013,-13.728671694,-17.76866467,-11.0,-0.999999654232212,1832.554848170972,0.0,0.0,0.0,0.0,0.0,6.131192648e-06,2.785311391e-06,70016824.84129699,122109907.41506152,0.57339184283634
276.884,300.0,0.0301,1.575691896315,-29.85847,10.0,10.4,0.999682385156714,-204.26469423299156,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
345.5442,155.2874084,2.06e-05,-1.571342013,-17.864335847,-17.76866467,1.939989999999998,-0.999999839659971,1832.554848170972,0.0,0.0,0.0,0.0,0.0,3.075431727e-06,1.402318733e-06,8747573509.487772,,0.0
272.0628,205.8622252,2.06e-05,-1.571342013,-13.728671694,-17.76866467,-6.68667,-0.999999839659971,1832.554848170972,0.0,0.0,0.0,0.0,0.0,1.238086824e-06,5.37110255e-07,199096610.27766424,331348727.36910933,0.600867285226898
350.0,375.0,0.0401,1.565691896309,30.56612,10.0,-30.0,0.998978453705757,195.90653995145553,0.0,0.0,0.0,0.0,0.0,0.020516958894065,0.009375352291589,1165.3529998687416,1667763.4689257487,0.000698751964281
350.0,450.0,0.0901,1.560691896306,-50.0,30.0,10.4,0.994983735492475,98.96311995964048,0.0,0.0,0.0,0.0,0.0,0.100546419718738,0.045945313405768,300.5002762100749,23257406.35310713,1.2920627161e-05
252.536,450.0,0.0001,1.57069189633,-9.85847,0.1,-27.8,0.999999979104093,9575.749733138446,1.0,0.0,0.0,0.0,0.0,1.1921332e-07,5.0637518e-08,104030.6388263312,167346.88329514104,0.621646706397619
302.198,375.0,0.0701,1.570691896312,-29.85847,50.0,-30.0,0.997536680958586,9575.74808262481,1.0,0.0,0.0,0.0,0.0,0.028632847376788,0.01272822974508,99187273496.69795,1277670275179542.5,7.7631354054e-05
375.0,130.0,0.0001,-1.57009633,5.0,3.0,6.0,-0.999999820001928,-1428.5777362967215,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
300.338,210.9042,-0.0005,-1.57189633,-10.0,-5.0,-10.0,-0.999999819998082,909.0878935851323,0.0,0.0,0.0,0.0,0.0,2.045959586e-06,9.08304657e-07,1312701.5694156159,2245006.226221317,0.584720680986747
276.884,300.0,0.0601,1.560691896306,10.424589999999997,-10.0,10.4,0.997536680958165,98.96311995964048,0.0,0.0,0.0,0.0,0.0,0.020372541998425,0.008877295300932,90.10842802982368,486147.8676518869,0.000185351893993
226.256,300.0,0.0101,1.5506918963,30.56612,-10.0,-30.0,0.999543880867568,49.7335782402837,0.0,0.0,0.0,0.0,0.0,0.001628703516292,0.000660689608455,2.888415931346785,4.47361405989402,0.645656038423487
150.314,450.0,0.0601,1.560691896306,30.56612,-10.0,-9.8,0.997536680958165,98.96311995964048,0.0,0.0,0.0,0.0,0.0,5.8762534952e-05,7.036351268e-06,2.300353355895205,2.838651357996469,0.810368398857831
205.92954,161.6092605,-0.00051,-1.571342013,-13.728671694,-9.30599401,-11.0,-0.999999999363247,1832.554848170972,0.0,0.0,0.0,0.0,0.0,1.479203e-09,5.46711e-10,59369988.56867203,89247146.7141532,0.665231223120513
350.0,375.0,0.0201,1.555691896303,-9.71694,10.0,-9.8,0.999380388033943,66.20070524602721,0.0,0.0,0.0,0.0,0.0,0.012446924256749,0.005687699646729,15.342485772007556,8045.190093680007,0.001907038316479
425.942,450.0,0.0401,1.560691896306,-29.85847,-30.0,10.4,0.998740022259231,98.96311995964048,0.0,0.0,0.0,0.0,0.0,0.05051869749787,0.023733233213238,593.2237623041991,1407797.1382731604,0.000421384407012
226.256,375.0,0.0701,1.570691896312,-29.85847,-30.0,-9.8,0.997536680958586,9575.74808262481,0.0,0.0,0.0,0.0,0.0,0.008787153929631,0.003564541511115,13773972669.359655,21283795382.84621,0.647157728290362
375.314,375.0,0.0901,1.570691896312,10.424589999999997,10.0,10.4,0.995934338285568,9575.74808262481,1.0,0.0,0.0,0.0,0.0,0.104725333451664,0.048381462225976,8470564090.858495,148091235653374.16,5.7198280867e-05
200.942,375.0,0.0101,1.580691896318,10.424589999999997,30.0,10.4,0.99999997910409,-101.05202703966292,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
308.8035,250.1151899,-0.0002447,-1.571342013,-22.0,-13.53732934,6.253319999999999,-0.999999954703653,1832.554848170972,0.0,0.0,0.0,0.0,0.0,5.72370867e-07,2.55580902e-07,71069136.38635872,121846647.91877092,0.583267062330159
327.512,150.0,0.0401,1.570691896312,30.56612,30.0,10.4,0.99919191074294,9575.74808262481,1.0,0.0,0.0,0.0,0.0,0.012724534675247,0.005747189894337,19696106028136.855,4.185707006289081e+18,4.705562525e-06
425.942,150.0,0.0901,1.5506918963,-29.85847,50.0,-30.0,0.993933635154863,49.7335782402837,0.0,0.0,0.0,0.0,0.0,0.242645470631892,0.11399267653101,28136.448085057506,11465350163.77834,2.454041759e-06
276.884,450.0,0.0401,1.575691896315,10.424589999999997,10.0,10.4,0.999380388034366,-204.26469423299156,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
272.0628,250.1151899,0.0002859,-1.571342013,-17.864335847,-9.30599401,-11.0,-0.999999654232212,1832.554848170972,0.0,0.0,0.0,0.0,0.0,2.669891644e-06,1.158259788e-06,20294298.343632925,33620474.183980726,0.603629152657895
294.10722,161.6092605,2.06e-05,-1.571342013,-13.728671694,-22.0,6.253319999999999,-0.999999839659971,1832.554848170972,0.0,0.0,0.0,0.0,0.0,1.681266419e-06,7.43009155e-07,2523399099.664738,4358720980.749342,0.578931092586459
272.0628,148.9655563,-0.0002447,-1.571896334,-22.0,-9.30599401,-6.68667,-0.999999634224815,909.0845878298701,0.0,0.0,0.0,0.0,0.0,2.824381374e-06,1.22528095e-06,30627053.02736191,52002825.90114095,0.58894978295189
251.57,225.0,0.0201,1.575691896315,30.56612,30.0,10.4,0.999884414873613,-204.26469423299156,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
308.8035,250.1151899,2.06e-05,-1.571342013,-22.0,-17.76866467,1.939989999999998,-0.999999839659971,1832.554848170972,0.0,0.0,0.0,0.0,0.0,2.026078507e-06,9.04705325e-07,122444915.19409063,209930287.39058048,0.583264648069951
300.338,271.8084,-0.0005,-1.57189633,-10.0,-5.0,-10.0,-0.999999819998082,909.0878935851323,0.0,0.0,0.0,0.0,0.0,2.045959586e-06,9.08304657e-07,346372.92282080266,588908.5902794997,0.588160757947871
276.884,375.0,0.0001,1.575691896315,10.424589999999997,30.0,10.4,0.999988501278526,-204.26469423299156,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
272.0628,180.5748168,-0.00051,-1.571342013,-17.864335847,-13.53732934,-2.373340000000001,-0.999999999363247,1832.554848170972,0.0,0.0,0.0,0.0,0.0,4.916771e-09,2.133007e-09,246426867.4133344,412202414.5940008,0.597829752297916
276.884,225.0,0.0101,1.580691896318,10.424589999999997,-50.0,-30.0,0.99999997910409,-101.05202703966292,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
226.256,375.0,0.0101,1.570691896312,-9.71694,10.0,-9.8,0.999947935251056,9575.74808262481,1.0,0.0,0.0,0.0,0.0,0.000185949611632,7.5431148122e-05,1538054107.6233315,2376629426.359112,0.647157731266317
125.0,150.0,0.0201,1.570691896312,-9.71694,-10.0,10.4,0.999795897437785,9575.74808262481,0.0,0.0,0.0,0.0,0.0,3.44643416e-07,4.305164e-08,11170726138.19853,12284006447.56338,0.909371562599133
375.314,300.0,0.0701,1.555691896303,-9.71694,-10.0,-9.8,0.996372298006883,66.20070524602721,0.0,0.0,0.0,0.0,0.0,0.093464653607881,0.043179204678719,56.97235730880671,268490.9981487172,0.000212194664632
400.628,375.0,0.0101,1.555691896303,-29.85847,-50.0,-9.8,0.999682385156412,66.20070524602721,0.0,0.0,0.0,0.0,0.0,0.010309889650086,0.00480659569405,619.4165551010898,52320.53158898502,0.011838881148362
125.0,225.0,0.0001,1.5506918963,-29.85847,30.0,-30.0,0.999795897437542,49.7335782402837,0.0,0.0,0.0,0.0,0.0,3.44643401e-07,4.3051638e-08,12.925012187219814,14.173626609806991,0.911905791159812
250.01838,148.9655563,-0.00051,-1.571896334,-13.728671694,-22.0,6.253319999999999,-0.999999825945754,909.0845878298701,0.0,0.0,0.0,0.0,0.0,9.52580661e-07,4.0331718e-07,89512713.65232597,147199063.8397754,0.608106541694855
275.0,180.0,0.0001,-1.57009633,5.0,1.0,2.0,-0.999999820001928,-1428.5777362967215,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
375.314,450.0,0.0601,1.580691896318,10.424589999999997,50.0,-9.8,0.998740022259833,-101.05202703966292,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
308.8035,174.2529647,-0.00051,-1.571342013,-22.0,-9.30599401,-6.68667,-0.999999999363247,1832.554848170972,0.0,0.0,0.0,0.0,0.0,8.046094e-09,3.592824e-09,334382414.0451787,581817814.0828861,0.574720137389163
235.3221,231.1496336,0.0002859,-1.571896334,-22.0,-9.30599401,-11.0,-0.999999039630763,909.0845878298701,0.0,0.0,0.0,0.0,0.0,4.069056776e-06,1.683813798e-06,1037123.1959016504,1636640.4345304356,0.633690317078845
338.19606,205.8622252,0.0002859,-1.571342013,-17.864335847,-22.0,-6.68667,-0.999999654232212,1832.554848170972,0.0,0.0,0.0,0.0,0.0,6.131192649e-06,2.785311392e-06,932684665.2694116,1642262330.7796285,0.567926723878907
272.0628,205.8622252,-0.0002447,-1.571342013,-17.864335847,-9.30599401,-11.0,-0.999999954703653,1832.554848170972,0.0,0.0,0.0,0.0,0.0,3.49761782e-07,1.51734625e-07,54600584.50147252,90869442.6028815,0.600868487111652
264.71466,161.6092605,0.0002859,-1.571896334,-22.0,-22.0,10.56665,-0.999999039630763,909.0845878298701,0.0,0.0,0.0,0.0,0.0,6.642896436e-06,2.860979837e-06,70648551.38261536,117878404.526332,0.599334133054318
375.314,150.0,0.0901,1.565691896309,-29.85847,-10.0,10.4,0.995471480256616,195.90653995145553,0.0,0.0,0.0,0.0,0.0,0.116620809829309,0.053876985823369,317296.38964302547,105225322213.2514,3.015399554e-06
320.966,180.4521,-0.0005,-1.57138333,-10.0,-5.0,-10.0,-0.999999996215221,1703.5680153847707,0.0,0.0,0.0,0.0,0.0,5.5305564e-08,2.4884682e-08,71654514.67293574,125621086.70898303,0.57040196475081
338.19606,193.218521,0.0002859,-1.571896334,-17.864335847,-9.30599401,-6.68667,-0.999999039630763,909.0845878298701,0.0,0.0,0.0,0.0,0.0,1.7029368248e-05,7.736193608e-06,16581251.658832224,29299109.358892705,0.565930228653847
331.28,302.2605,-0.0005,-1.57138333,-10.0,-5.0,-10.0,-0.999999996215221,1703.5680153847707,0.0,0.0,0.0,0.0,0.0,6.2198811e-08,2.8151861e-08,3724415.355656266,6467134.26009041,0.575898876669401
323.49978,269.0807462,-0.00051,-1.571896334,-22.0,-17.76866467,-6.68667,-0.999999825945754,909.0845878298701,0.0,0.0,0.0,0.0,0.0,2.619084967e-06,1.180217511e-06,6176484.448041849,10689127.777077504,0.577828666365756
169.18884,136.3218521,0.0002859,-1.571342013,-13.728671694,-17.76866467,-2.373340000000001,-0.999999654232212,1832.554848170972,0.0,0.0,0.0,0.0,0.0,2.25253202e-07,5.537422e-09,229615310.29637817,310744787.65741104,0.738919265637124
294.10722,199.5403731,-0.0002447,-1.571342013,-22.0,-17.76866467,-11.0,-0.999999954703653,1832.554848170972,0.0,0.0,0.0,0.0,0.0,4.74960824e-07,2.09901439e-07,343229152.0177246,584896269.578033,0.586820552412385
325.0,330.0,0.0001,-1.57049633,3.0,-3.0,2.0,-0.999999980000641,-3333.36884597585,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
400.628,375.0,0.0101,1.555691896303,-50.0,-50.0,-9.8,0.999682385156412,66.20070524602721,0.0,0.0,0.0,0.0,0.0,0.010309889650079,0.004806595694047,619.3024920769345,52310.90965551333,0.01183887827903
323.49978,136.3218521,-0.0002447,-1.571896334,-17.864335847,-9.30599401,-6.68667,-0.999999634224815,909.0845878298701,0.0,0.0,0.0,0.0,0.0,5.504009347e-06,2.480228132e-06,152170969.6195653,44471099756788.95,3.421794614e-06
302.198,300.0,0.0101,1.575691896315,-50.0,-10.0,-9.8,0.999986456982259,-204.26469423299156,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
210.024,500.0,0.0001,1.57069189633,-30.0,0.1,-3.599999999999998,0.999999979104093,9575.749733138446,1.0,0.0,0.0,0.0,0.0,5.3273573e-08,2.0268241e-08,37125.972664820605,55469.79129893459,0.669300745422738
338.19606,325.97741510000003,0.0002859,-1.571896334,-17.864335847,-13.53732934,-2.373340000000001,-0.999999039630763,909.0845878298701,0.0,0.0,0.0,0.0,0.0,1.7029368248e-05,7.736193608e-06,1669057.5087616069,2909121.2738057645,0.573732530090819
125.0,155.0,0.0001,-1.57009633,5.0,1.0,-10.0,-0.999999820001928,-1428.5777362967215,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
330.84792,142.6437042,2.06e-05,-1.571342013,-13.728671694,-17.76866467,6.253319999999999,-0.999999839659971,1832.554848170972,0.0,0.0,0.0,0.0,0.0,2.622345094e-06,1.186620197e-06,9024771950.08944,2464561421881593.0,3.66181661e-06
316.15164,174.2529647,0.0002859,-1.571896334,-17.864335847,-22.0,-2.373340000000001,-0.999999039630763,909.0845878298701,0.0,0.0,0.0,0.0,0.0,1.3261201344e-05,5.949423965e-06,137879983.93612823,241481802.8981938,0.570974633621801
310.652,210.9042,-0.0005,-1.57138333,-10.0,-5.0,-10.0,-0.999999996215221,1703.5680153847707,0.0,0.0,0.0,0.0,0.0,4.8917673e-08,2.1869664e-08,19126638.19082331,32990950.983904123,0.579754072568413
125.0,225.0,0.0201,1.5506918963,10.424589999999997,50.0,-9.8,0.999191910742458,49.7335782402837,0.0,0.0,0.0,0.0,0.0,1.364110829e-06,1.70399914e-07,35.8124983388774,39.272112266988415,0.911906599151298
338.19606,243.7933378,2.06e-05,-1.571342013,-22.0,-17.76866467,6.253319999999999,-0.999999839659971,1832.554848170972,0.0,0.0,0.0,0.0,0.0,2.84316738e-06,1.291609471e-06,209448521.9185736,366678299.68585306,0.571205119304895
150.314,300.0,0.0201,1.565691896309,10.424589999999997,30.0,10.4,0.999682385156563,195.90653995145553,0.0,0.0,0.0,0.0,0.0,7.584848437e-06,9.08225929e-07,1680.739923001633,2076.5126322840606,0.80940510395687
425.942,375.0,0.0101,1.570691896312,10.424589999999997,-10.0,-30.0,0.999947935251056,9575.74808262481,0.0,0.0,0.0,0.0,0.0,0.002088793136918,0.0009812963736,13773783480.5441,48385142939.89272,0.284669686677475
341.594,302.2605,-0.0005,-1.57138333,-10.0,-5.0,-10.0,-0.999999996215221,1703.5680153847707,0.0,0.0,0.0,0.0,0.0,6.9613451e-08,3.167953e-08,4193314.4688309943,,0.0
150.314,375.0,0.0301,1.575691896315,-50.0,-30.0,-9.8,0.999682385156714,-204.26469423299156,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
308.8035,307.0118588,-0.00051,-1.571896334,-13.728671694,-22.0,1.939989999999998,-0.999999825945754,909.0845878298701,0.0,0.0,0.0,0.0,0.0,2.199373214e-06,9.82086653e-07,4175265.5190540105,7135509.606779109,0.585139078936603
125.0,300.0,0.0001,1.5506918963,-29.85847,10.0,-30.0,0.999795897437542,49.7335782402837,0.0,0.0,0.0,0.0,0.0,3.44643401e-07,4.3051638e-08,0.438855243237214,0.480812585586155,0.912736597155019
276.884,225.0,0.0201,1.580691896318,-29.85847,-30.0,-30.0,0.999947935251117,-101.05202703966292,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
350.0,450.0,0.0301,1.560691896306,10.424589999999997,-50.0,-9.8,0.999191910742699,98.96311995964048,0.0,0.0,0.0,0.0,0.0,0.016231574214106,0.007417119042351,837.9711424405502,1696236.80027994,0.000494017782365
150.314,450.0,0.0101,1.560691896306,-9.71694,30.0,-30.0,0.999795897437664,98.96311995964048,0.0,0.0,0.0,0.0,0.0,4.87437823e-06,5.83668446e-07,20.81784808026448,25.68488051021374,0.810509827833777
125.0,300.0,0.0001,1.575691896315,-50.0,-10.0,10.4,0.999988501278526,-204.26469423299156,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
259.082,241.3563,-0.0005,-1.57138333,-10.0,-5.0,-10.0,-0.999999996215221,1703.5680153847707,0.0,0.0,0.0,0.0,0.0,2.3987923e-08,1.0268597e-08,4310007.66325601,7034988.445389072,0.612653126115781
279.41094,167.9311126,-0.00051,-1.571896334,-17.864335847,-22.0,1.939989999999998,-0.999999825945754,909.0845878298701,0.0,0.0,0.0,0.0,0.0,1.49399764e-06,6.52458001e-07,75033692.76421209,127105199.76521996,0.590327483870126
345.5442,161.6092605,0.0002859,-1.571896334,-13.728671694,-17.76866467,-11.0,-0.999999039630763,909.0845878298701,0.0,0.0,0.0,0.0,0.0,1.8420533296e-05,8.399295191e-06,535829731.93657845,,0.0
125.0,450.0,0.0901,1.575691896315,-9.71694,-30.0,-9.8,0.996372298007904,-204.26469423299156,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
301.45536,193.218521,-0.0002447,-1.571342013,-22.0,-17.76866467,10.56665,-0.999999954703653,1832.554848170972,0.0,0.0,0.0,0.0,0.0,5.22223871e-07,2.32024655e-07,478864481.7319252,822581006.7718979,0.582148721876233
400.628,300.0,0.0201,1.560691896306,30.56612,30.0,-30.0,0.999543880867749,98.96311995964048,0.0,0.0,0.0,0.0,0.0,0.014804762129867,0.006902159801901,3479.248668584195,196292.45399258725,0.017724821295044
345.5442,186.8966689,-0.0002447,-1.571896334,-17.864335847,-17.76866467,1.939989999999998,-0.999999634224815,909.0845878298701,0.0,0.0,0.0,0.0,0.0,7.015818211e-06,3.199034861e-06,100072149.7147212,,0.0
350.0,225.0,0.0401,1.5506918963,-29.85847,-50.0,10.4,0.998188260605457,49.7335782402837,0.0,0.0,0.0,0.0,0.0,0.036372985838926,0.01662086266769,1726.5044401622747,544617.8112736915,0.003170121146285
345.5442,224.8277815,-0.00051,-1.571342013,-17.864335847,-13.53732934,10.56665,-0.999999999363247,1832.554848170972,0.0,0.0,0.0,0.0,0.0,1.2213354e-08,5.568979e-09,219980026.4908424,,0.0
331.28,210.9042,-0.0005,-1.57138333,-10.0,-5.0,-10.0,-0.999999996215221,1703.5680153847707,0.0,0.0,0.0,0.0,0.0,6.2198811e-08,2.8151861e-08,26919924.345413186,47135726.36279071,0.571115084516104
341.594,150.0,-0.0005,-1.57138333,-10.0,-5.0,-10.0,-0.999999996215221,1703.5680153847707,0.0,0.0,0.0,0.0,0.0,6.9613451e-08,3.167953e-08,519277309.2099378,,0.0
