m_phi,mA,alpha,beta,lambda6,lambda7,m12,sin_ba,tan_beta,positivity_ok,unitarity_ok,perturbativity_ok,width_bb,width_tautau,width_WW,width_ZZ,width_gaga,width_Zga,width_gg,width_hh,total_width,br_gaga,lam1,computed_lam1,lam2,computed_lam2,lam3,lam4,lam5
169.799331103678924,300.000000000000000,-0.000001000000000,1.570795326794897,0.010000000000000,0.000000000000000,0.028831811935369,1.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000003,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000738,0.000000000000248,0.000000000000001,0.000000000000000,0.000000000000991,0.744664299617156,-34.487206174801031,2.224243164062500,0.257733792616423,0.258196179522771,2.275667737107478,-1.008966987221485,-1.008966987221485
169.799331103678924,300.000000000000000,-0.000001000000000,1.570795326794897,0.010000000000000,0.000000000000000,0.028831811935369,1.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000003,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000738,0.000000000000248,0.000000000000001,0.000000000000000,0.000000000000991,0.744664295933785,-34.492186865763870,2.219299316406250,0.257733792616423,0.258196179522771,2.275667737107474,-1.008966987221481,-1.008966987221481
286.354515050167208,300.000000000000000,-0.000001000000000,1.570795326794897,0.010000000000000,0.000000000000000,0.081998907382080,1.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000005,0.000000000000001,0.000000000000000,0.000000000000000,0.000000000004212,0.000000000002854,0.000000000000004,0.000000000000000,0.000000000007077,0.595175172987592,-59.313070214740947,-4.459716796875000,0.257733792616423,0.258196179522771,0.521689221707280,-0.131977729482123,-0.131977729482123
169.799331103678924,300.000000000000000,-0.000001000000000,1.570795326794897,0.010000000000000,0.000000000000000,0.028831811935370,1.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000003,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000738,0.000000000000248,0.000000000000001,0.000000000000000,0.000000000000991,0.744664292250406,-34.497167556723070,2.214233398437500,0.257733792616423,0.258196179522771,2.275667737107468,-1.008966987221476,-1.008966987221476
169.799331103678924,300.000000000000000,-0.000001000000000,1.570795326794897,0.010000000000000,0.000000000000000,0.028831811935370,1.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000003,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000738,0.000000000000248,0.000000000000001,0.000000000000000,0.000000000000991,0.744664288522649,-34.502208256009908,2.209228515625000,0.257733792616423,0.258196179522771,2.275667737107463,-1.008966987221471,-1.008966987221471
286.354515050167208,300.000000000000000,-0.000001000000000,1.570795326794897,0.010000000000000,0.000000000000000,0.081998907382080,1.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000005,0.000000000000001,0.000000000000000,0.000000000000000,0.000000000004212,0.000000000002854,0.000000000000004,0.000000000000000,0.000000000007077,0.595175171912746,-59.318110914027784,-4.464599609375000,0.257733792616423,0.258196179522771,0.521689221707275,-0.131977729482118,-0.131977729482118
169.799331103678924,300.000000000000000,-0.000001000000000,1.570795326794897,0.010000000000000,0.000000000000000,0.028831811935370,1.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000003,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000738,0.000000000000248,0.000000000000001,0.000000000000000,0.000000000000991,0.744664284839269,-34.507188946969109,2.204223632812500,0.257733792616423,0.258196179522771,2.275667737107458,-1.008966987221465,-1.008966987221465
169.799331103678924,300.000000000000000,-0.000001000000000,1.570795326794897,0.010000000000000,0.000000000000000,0.028831811935370,1.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000003,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000738,0.000000000000248,0.000000000000001,0.000000000000000,0.000000000000991,0.744664281155870,-34.512169637931947,2.199279785156250,0.257733792616423,0.258196179522771,2.275667737107453,-1.008966987221460,-1.008966987221460
286.354515050167208,300.000000000000000,-0.000001000000000,1.570795326794897,0.010000000000000,0.000000000000000,0.081998907382081,1.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000005,0.000000000000001,0.000000000000000,0.000000000000000,0.000000000004212,0.000000000002854,0.000000000000004,0.000000000000000,0.000000000007077,0.595175170837900,-59.323151613312803,-4.469482421875000,0.257733792616423,0.258196179522771,0.521689221707270,-0.131977729482113,-0.131977729482113
169.799331103678924,300.000000000000000,-0.000001000000000,1.570795326794897,0.010000000000000,0.000000000000000,0.028831811935371,1.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000003,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000738,0.000000000000248,0.000000000000001,0.000000000000000,0.000000000000991,0.744664277472466,-34.517150328891148,2.194274902343750,0.257733792616423,0.258196179522771,2.275667737107448,-1.008966987221456,-1.008966987221456
