Unnamed: 0,m_phi,mA,alpha,beta,lambda6,lambda7,m12,positivity_ok,unitarity_ok,perturbativity_ok,w_h2_bb,w_h2_tautau,w_h2_WW,w_h2_ZZ,w_h2_gaga,w_h2_Zga,w_h2_gg,w_h2_hh,w_total_h2,branching_ratio_h2_gaga
814,125,320.0,0.7,0.674533,-0.5727,-0.5727,0.737092,1,1,1,0.0,0.0,1.368210518697129e-05,0.0001054080676578,1.368210518697129e-05,6.725670816587075e-06,0.0,0.0,0.000969644242406,0.0141104382294074
815,125,320.0,0.7,0.674533,-0.5727,-0.5727,1.171365,1,1,1,0.0,0.0,1.368211541790211e-05,0.0001054080676578,1.368211541790211e-05,6.725673033114068e-06,0.0,0.0,0.0009696442548535,0.0141104485994909
816,125,320.0,0.7,0.674533,-0.5727,-0.1454,-1.0,1,1,1,0.0,0.0,1.368515446929334e-05,0.0001054080676578,1.368515446929334e-05,6.726331421853116e-06,0.0,0.0,0.0009696479522936,0.0141135289740178
817,125,320.0,0.7,0.674533,-0.5727,-0.1454,-0.565727,1,1,1,0.0,0.0,1.36851647013642e-05,0.0001054080676578,1.36851647013642e-05,6.726333638489019e-06,0.0,0.0,0.0009696479647423,0.0141135393451793
818,125,320.0,0.7,0.674533,-0.5727,-0.1454,-0.131454,1,1,1,0.0,0.0,1.368517493343887e-05,0.0001054080676578,1.368517493343887e-05,6.72633585512526e-06,0.0,0.0,0.000969647977191,0.0141135497163444
819,125,320.0,0.7,0.674533,-0.5727,-0.1454,0.302819,1,1,1,0.0,0.0,1.368518516551735e-05,0.0001054080676578,1.368518516551735e-05,6.726338071761821e-06,0.0,0.0,0.0009696479896397,0.0141135600875132
820,125,320.0,0.7,0.674533,-0.5727,-0.1454,0.737092,1,1,1,0.0,0.0,1.368519539759971e-05,0.0001054080676578,1.368519539759971e-05,6.726340288398874e-06,0.0,0.0,0.0009696480020884,0.0141135704586855
821,125,320.0,0.7,0.674533,-0.5727,-0.1454,1.171365,1,1,1,0.0,0.0,1.368520562968579e-05,0.0001054080676578,1.368520562968579e-05,6.726342505036108e-06,0.0,0.0,0.0009696480145372,0.0141135808298616
822,125,320.0,0.7,0.674533,-0.1454,-1.0,-1.0,1,1,1,0.0,0.0,1.367414308600958e-05,0.0001054080676578,1.367414308600958e-05,6.723945690064721e-06,0.0,0.0,0.0009696345551785,0.0141023677559545
823,125,320.0,0.7,0.674533,-0.1454,-1.0,-0.565727,1,1,1,0.0,0.0,1.36741533139631e-05,0.0001054080676578,1.36741533139631e-05,6.723947906307419e-06,0.0,0.0,0.0009696345676227,0.014102378123222
824,125,320.0,0.7,0.674533,-0.1454,-1.0,-0.131454,1,1,1,0.0,0.0,1.367416354192047e-05,0.0001054080676578,1.367416354192047e-05,6.723950122550563e-06,0.0,0.0,0.0009696345800669,0.014102388490493
825,125,320.0,0.7,0.674533,-0.1454,-1.0,0.302819,1,1,1,0.0,0.0,1.367417376988166e-05,0.0001054080676578,1.367417376988166e-05,6.723952338794041e-06,0.0,0.0,0.0009696345925111,0.0141023988577677
826,125,320.0,0.7,0.674533,-0.1454,-1.0,0.737092,1,1,1,0.0,0.0,1.367418399784671e-05,0.0001054080676578,1.367418399784671e-05,6.723954555037894e-06,0.0,0.0,0.0009696346049553,0.0141024092250459
827,125,320.0,0.7,0.674533,-0.1454,-1.0,1.171365,1,1,1,0.0,0.0,1.367419422581553e-05,0.0001054080676578,1.367419422581553e-05,6.723956771282072e-06,0.0,0.0,0.0009696346173995,0.0141024195923279
828,125,320.0,0.7,0.674533,-0.1454,-0.5727,-1.0,1,1,1,0.0,0.0,1.367723239740647e-05,0.0001054080676578,1.367723239740647e-05,6.724615076013777e-06,0.0,0.0,0.0009696383138759,0.0141054991347595
829,125,320.0,0.7,0.674533,-0.1454,-0.5727,-0.565727,1,1,1,0.0,0.0,1.367724262651529e-05,0.0001054080676578,1.367724262651529e-05,6.724617292366775e-06,0.0,0.0,0.0009696383263213,0.0141055095031197
830,125,320.0,0.7,0.674533,-0.1454,-0.5727,-0.131454,1,1,1,0.0,0.0,1.367725285562797e-05,0.0001054080676578,1.367725285562797e-05,6.724619508720243e-06,0.0,0.0,0.0009696383387668,0.0141055198714834
831,125,320.0,0.7,0.674533,-0.1454,-0.5727,0.302819,1,1,1,0.0,0.0,1.367726308474448e-05,0.0001054080676578,1.367726308474448e-05,6.724621725074005e-06,0.0,0.0,0.0009696383512123,0.0141055302398508
832,125,320.0,0.7,0.674533,-0.1454,-0.5727,0.737092,1,1,1,0.0,0.0,1.367727331386477e-05,0.0001054080676578,1.367727331386477e-05,6.724623941428167e-06,0.0,0.0,0.0009696383636577,0.0141055406082218
833,125,320.0,0.7,0.674533,-0.1454,-0.5727,1.171365,1,1,1,0.0,0.0,1.367728354298887e-05,0.0001054080676578,1.367728354298887e-05,6.724626157782619e-06,0.0,0.0,0.0009696383761032,0.0141055509765965
834,125,320.0,0.7,0.674533,-0.1454,-0.1454,-1.0,1,1,1,0.0,0.0,1.368032205773808e-05,0.0001054080676578,1.368032205773808e-05,6.725284495280691e-06,0.0,0.0,0.0009696420729555,0.0141086308435852
835,125,320.0,0.7,0.674533,-0.1454,-0.1454,-0.565727,1,1,1,0.0,0.0,1.368033228800221e-05,0.0001054080676578,1.368033228800221e-05,6.725286711744035e-06,0.0,0.0,0.0009696420854022,0.0141086412130381
836,125,320.0,0.7,0.674533,-0.1454,-0.1454,-0.131454,1,1,1,0.0,0.0,1.368034251827017e-05,0.0001054080676578,1.368034251827017e-05,6.72528892820774e-06,0.0,0.0,0.0009696420978489,0.0141086515824944
837,125,320.0,0.7,0.674533,-0.1454,-0.1454,0.302819,1,1,1,0.0,0.0,1.368035274854194e-05,0.0001054080676578,1.368035274854194e-05,6.725291144671827e-06,0.0,0.0,0.0009696421102957,0.0141086619519545
838,125,320.0,0.7,0.674533,-0.1454,-0.1454,0.737092,1,1,1,0.0,0.0,1.368036297881759e-05,0.0001054080676578,1.368036297881759e-05,6.725293361136348e-06,0.0,0.0,0.0009696421227424,0.0141086723214181
839,125,320.0,0.7,0.674533,-0.1454,-0.1454,1.171365,1,1,1,0.0,0.0,1.3680373209097e-05,0.0001054080676578,1.3680373209097e-05,6.72529557760111e-06,0.0,0.0,0.0009696421351891,0.0141086826908855
840,125,320.0,0.7,0.849066,-1.0,-0.5727,-1.0,1,1,1,0.0,0.0,1.337255772919793e-05,0.0001031500122509,1.337255772919793e-05,6.578028992583358e-06,0.0,0.0,0.0009488524754863,0.0140934002647184
841,125,320.0,0.7,0.849066,-1.0,-0.5727,-0.565727,1,1,1,0.0,0.0,1.337256770146346e-05,0.0001031500122509,1.337256770146346e-05,6.578031153813572e-06,0.0,0.0,0.0009488524876198,0.0140934105943148
842,125,320.0,0.7,0.849066,-1.0,-0.5727,-0.131454,1,1,1,0.0,0.0,1.337257767373268e-05,0.0001031500122509,1.337257767373268e-05,6.578033315044071e-06,0.0,0.0,0.0009488524997533,0.0140934209239149
843,125,320.0,0.7,0.849066,-1.0,-0.5727,0.302819,1,1,1,0.0,0.0,1.337258764600568e-05,0.0001031500122509,1.337258764600568e-05,6.578035476275021e-06,0.0,0.0,0.0009488525118868,0.0140934312535185
844,125,320.0,0.7,0.849066,-1.0,-0.5727,0.737092,1,1,1,0.0,0.0,1.337259761828235e-05,0.0001031500122509,1.337259761828235e-05,6.578037637506272e-06,0.0,0.0,0.0009488525240203,0.0140934415831257
845,125,320.0,0.7,0.849066,-1.0,-0.5727,1.171365,1,1,1,0.0,0.0,1.337260759056275e-05,0.0001031500122509,1.337260759056275e-05,6.578039798737906e-06,0.0,0.0,0.0009488525361538,0.0140934519127366
846,125,320.0,0.7,0.849066,-1.0,-0.1454,-1.0,1,1,1,0.0,0.0,1.334767244323956e-05,0.0001031500122509,1.334767244323956e-05,6.572634346080191e-06,0.0,0.0,0.0009488221955538,0.0140676224753023
847,125,320.0,0.7,0.849066,-1.0,-0.1454,-0.565727,1,1,1,0.0,0.0,1.334768240622196e-05,0.0001031500122509,1.334768240622196e-05,6.572636506423965e-06,0.0,0.0,0.0009488222076772,0.0140676327959251
848,125,320.0,0.7,0.849066,-1.0,-0.1454,-0.131454,1,1,1,0.0,0.0,1.334769236920808e-05,0.0001031500122509,1.334769236920808e-05,6.572638666768139e-06,0.0,0.0,0.0009488222198005,0.0140676431165513
849,125,320.0,0.7,0.849066,-1.0,-0.1454,0.302819,1,1,1,0.0,0.0,1.334770233219791e-05,0.0001031500122509,1.334770233219791e-05,6.572640827112641e-06,0.0,0.0,0.0009488222319238,0.0140676534371812
850,125,320.0,0.7,0.849066,-1.0,-0.1454,0.737092,1,1,1,0.0,0.0,1.334771229519146e-05,0.0001031500122509,1.334771229519146e-05,6.572642987457497e-06,0.0,0.0,0.0009488222440472,0.0140676637578147
851,125,320.0,0.7,0.849066,-1.0,-0.1454,1.171365,1,1,1,0.0,0.0,1.334772225818875e-05,0.0001031500122509,1.334772225818875e-05,6.572645147802752e-06,0.0,0.0,0.0009488222561705,0.0140676740784517
852,125,320.0,0.7,0.849066,-0.5727,-1.0,-1.0,1,1,1,0.0,0.0,1.341677710689421e-05,0.0001031500122509,1.341677710689421e-05,6.587607973408103e-06,0.0,0.0,0.0009489062738448,0.0141392016015775
853,125,320.0,0.7,0.849066,-0.5727,-1.0,-0.565727,1,1,1,0.0,0.0,1.341678709563389e-05,0.0001031500122509,1.341678709563389e-05,6.587610136211352e-06,0.0,0.0,0.0009489062859964,0.0141392119470949
854,125,320.0,0.7,0.849066,-0.5727,-1.0,-0.131454,1,1,1,0.0,0.0,1.341679708437734e-05,0.0001031500122509,1.341679708437734e-05,6.587612299015002e-06,0.0,0.0,0.0009489062981479,0.0141392222926159
855,125,320.0,0.7,0.849066,-0.5727,-1.0,0.302819,1,1,1,0.0,0.0,1.341680707312442e-05,0.0001031500122509,1.341680707312442e-05,6.587614461818874e-06,0.0,0.0,0.0009489063102995,0.0141392326381406
856,125,320.0,0.7,0.849066,-0.5727,-1.0,0.737092,1,1,1,0.0,0.0,1.341681706187522e-05,0.0001031500122509,1.341681706187522e-05,6.587616624623104e-06,0.0,0.0,0.000948906322451,0.0141392429836689
857,125,320.0,0.7,0.849066,-0.5727,-1.0,1.171365,1,1,1,0.0,0.0,1.341682705062985e-05,0.0001031500122509,1.341682705062985e-05,6.587618787427799e-06,0.0,0.0,0.0009489063346026,0.0141392533292006
858,125,320.0,0.7,0.849066,-0.5727,-0.5727,-1.0,1,1,1,0.0,0.0,1.339185069134448e-05,0.0001031500122509,1.339185069134448e-05,6.58220939966381e-06,0.0,0.0,0.0009488759488555,0.0141133840598408
859,125,320.0,0.7,0.849066,-0.5727,-0.5727,-0.565727,1,1,1,0.0,0.0,1.339186067080111e-05,0.0001031500122509,1.339186067080111e-05,6.582211561580692e-06,0.0,0.0,0.0009488759609969,0.0141133943963874
860,125,320.0,0.7,0.849066,-0.5727,-0.5727,-0.131454,1,1,1,0.0,0.0,1.339187065026137e-05,0.0001031500122509,1.339187065026137e-05,6.582213723497863e-06,0.0,0.0,0.0009488759731383,0.0141134047329377
861,125,320.0,0.7,0.849066,-0.5727,-0.5727,0.302819,1,1,1,0.0,0.0,1.339188062972538e-05,0.0001031500122509,1.339188062972538e-05,6.582215885415419e-06,0.0,0.0,0.0009488759852797,0.0141134150694916
862,125,320.0,0.7,0.849066,-0.5727,-0.5727,0.737092,1,1,1,0.0,0.0,1.339189060919313e-05,0.0001031500122509,1.339189060919313e-05,6.582218047333336e-06,0.0,0.0,0.0009488759974211,0.014113425406049
863,125,320.0,0.7,0.849066,-0.5727,-0.5727,1.171365,1,1,1,0.0,0.0,1.339190058866451e-05,0.0001031500122509,1.339190058866451e-05,6.582220209251557e-06,0.0,0.0,0.0009488760095624,0.0141134357426101
864,125,320.0,0.7,0.849066,-0.5727,-0.1454,-1.0,1,1,1,0.0,0.0,1.336694745215172e-05,0.0001031500122509,1.336694745215172e-05,6.576813038903874e-06,0.0,0.0,0.0009488456492556,0.0140875889167414
865,125,320.0,0.7,0.849066,-0.5727,-0.1454,-0.565727,1,1,1,0.0,0.0,1.336695742232516e-05,0.0001031500122509,1.336695742232516e-05,6.576815199934299e-06,0.0,0.0,0.0009488456613868,0.0140875992443156
866,125,320.0,0.7,0.849066,-0.5727,-0.1454,-0.131454,1,1,1,0.0,0.0,1.336696739250231e-05,0.0001031500122509,1.336696739250231e-05,6.576817360965057e-06,0.0,0.0,0.000948845673518,0.0140876095718934
867,125,320.0,0.7,0.849066,-0.5727,-0.1454,0.302819,1,1,1,0.0,0.0,1.336697736268319e-05,0.0001031500122509,1.336697736268319e-05,6.576819521996228e-06,0.0,0.0,0.0009488456856492,0.0140876198994749
868,125,320.0,0.7,0.849066,-0.5727,-0.1454,0.737092,1,1,1,0.0,0.0,1.336698733286778e-05,0.0001031500122509,1.336698733286778e-05,6.576821683027722e-06,0.0,0.0,0.0009488456977804,0.0140876302270599
869,125,320.0,0.7,0.849066,-0.5727,-0.1454,1.171365,1,1,1,0.0,0.0,1.336699730305609e-05,0.0001031500122509,1.336699730305609e-05,6.576823844059578e-06,0.0,0.0,0.0009488457099116,0.0140876405546485
870,125,320.0,0.7,0.849066,-0.1454,-1.0,-1.0,1,1,1,0.0,0.0,1.343610192949222e-05,0.0001031500122509,1.343610192949222e-05,6.591791422669919e-06,0.0,0.0,0.0009489297821167,0.0141592161851229
871,125,320.0,0.7,0.849066,-0.1454,-1.0,-0.565727,1,1,1,0.0,0.0,1.343611192542295e-05,0.0001031500122509,1.343611192542295e-05,6.591793586159749e-06,0.0,0.0,0.0009489297942761,0.0141592265375883
872,125,320.0,0.7,0.849066,-0.1454,-1.0,-0.131454,1,1,1,0.0,0.0,1.343612192135741e-05,0.0001031500122509,1.343612192135741e-05,6.591795749650016e-06,0.0,0.0,0.0009489298064355,0.0141592368900572
873,125,320.0,0.7,0.849066,-0.1454,-1.0,0.302819,1,1,1,0.0,0.0,1.343613191729555e-05,0.0001031500122509,1.343613191729555e-05,6.591797913140534e-06,0.0,0.0,0.0009489298185949,0.0141592472425298
874,125,320.0,0.7,0.849066,-0.1454,-1.0,0.737092,1,1,1,0.0,0.0,1.343614191323744e-05,0.0001031500122509,1.343614191323744e-05,6.591800076631482e-06,0.0,0.0,0.0009489298307544,0.014159257595006
875,125,320.0,0.7,0.849066,-0.1454,-1.0,1.171365,1,1,1,0.0,0.0,1.343615190918306e-05,0.0001031500122509,1.343615190918306e-05,6.591802240122809e-06,0.0,0.0,0.0009489298429138,0.0141592679474856
876,125,320.0,0.7,0.849066,-0.1454,-0.5727,-1.0,1,1,1,0.0,0.0,1.341115756070814e-05,0.0001031500122509,1.341115756070814e-05,6.5863911346689e-06,0.0,0.0,0.0009488994374599,0.0141333812955013
877,125,320.0,0.7,0.849066,-0.1454,-0.5727,-0.565727,1,1,1,0.0,0.0,1.341116754735573e-05,0.0001031500122509,1.341116754735573e-05,6.586393297272354e-06,0.0,0.0,0.0009488994496091,0.0141333916389973
878,125,320.0,0.7,0.849066,-0.1454,-0.5727,-0.131454,1,1,1,0.0,0.0,1.341117753400707e-05,0.0001031500122509,1.341117753400707e-05,6.586395459876164e-06,0.0,0.0,0.0009488994617584,0.0141334019824968
879,125,320.0,0.7,0.849066,-0.1454,-0.5727,0.302819,1,1,1,0.0,0.0,1.341118752066206e-05,0.0001031500122509,1.341118752066206e-05,6.58639762248027e-06,0.0,0.0,0.0009488994739077,0.014133412326
880,125,320.0,0.7,0.849066,-0.1454,-0.5727,0.737092,1,1,1,0.0,0.0,1.341119750732089e-05,0.0001031500122509,1.341119750732089e-05,6.586399785084917e-06,0.0,0.0,0.0009488994860569,0.0141334226695066
881,125,320.0,0.7,0.849066,-0.1454,-0.5727,1.171365,1,1,1,0.0,0.0,1.341120749398329e-05,0.0001031500122509,1.341120749398329e-05,6.586401947689703e-06,0.0,0.0,0.0009488994982062,0.014133433013017
882,125,320.0,0.7,0.849066,-0.1454,-0.1454,-1.0,1,1,1,0.0,0.0,1.338623636828094e-05,0.0001031500122509,1.338623636828094e-05,6.580993059652155e-06,0.0,0.0,0.0009488691181924,0.0141075688012488
883,125,320.0,0.7,0.849066,-0.1454,-0.1454,-0.565727,1,1,1,0.0,0.0,1.338624634564541e-05,0.0001031500122509,1.338624634564541e-05,6.580995221369198e-06,0.0,0.0,0.0009488691303315,0.0141075791357736
884,125,320.0,0.7,0.849066,-0.1454,-0.1454,-0.131454,1,1,1,0.0,0.0,1.338625632301359e-05,0.0001031500122509,1.338625632301359e-05,6.580997383086588e-06,0.0,0.0,0.0009488691424706,0.0141075894703019
885,125,320.0,0.7,0.849066,-0.1454,-0.1454,0.302819,1,1,1,0.0,0.0,1.338626630038551e-05,0.0001031500122509,1.338626630038551e-05,6.58099954480441e-06,0.0,0.0,0.0009488691546097,0.0141075998048339
886,125,320.0,0.7,0.849066,-0.1454,-0.1454,0.737092,1,1,1,0.0,0.0,1.338627627776114e-05,0.0001031500122509,1.338627627776114e-05,6.581001706522529e-06,0.0,0.0,0.0009488691667488,0.0141076101393694
887,125,320.0,0.7,0.849066,-0.1454,-0.1454,1.171365,1,1,1,0.0,0.0,1.338628625514051e-05,0.0001031500122509,1.338628625514051e-05,6.581003868241036e-06,0.0,0.0,0.0009488691788879,0.0141076204739086
888,125,320.0,0.7,1.023599,-1.0,-0.5727,-1.0,1,1,1,0.0,0.0,1.231653752244412e-05,9.481154683970676e-05,1.231653752244412e-05,6.051687932986836e-06,0.0,0.0,0.000872179320716,0.0141215656343844
889,125,320.0,0.7,1.023599,-1.0,-0.5727,-0.565727,1,1,1,0.0,0.0,1.23165493099066e-05,9.48115468397076e-05,1.23165493099066e-05,6.051690486163132e-06,0.0,0.0,0.0008721793350566,0.0141215789171459
890,125,320.0,0.7,1.023599,-1.0,-0.5727,-0.131454,1,1,1,0.0,0.0,1.231656109737466e-05,9.481154683970676e-05,1.231656109737466e-05,6.051693039339864e-06,0.0,0.0,0.0008721793493973,0.0141215921999135
891,125,320.0,0.7,1.023599,-1.0,-0.5727,0.302819,1,1,1,0.0,0.0,1.23165728848484e-05,9.481154683970696e-05,1.23165728848484e-05,6.051695592517224e-06,0.0,0.0,0.0008721793637379,0.014121605482687
892,125,320.0,0.7,1.023599,-1.0,-0.5727,0.737092,1,1,1,0.0,0.0,1.231658467232783e-05,9.481154683970877e-05,1.231658467232783e-05,6.051698145695132e-06,0.0,0.0,0.0008721793780786,0.0141216187654662
893,125,320.0,0.7,1.023599,-1.0,-0.5727,1.171365,1,1,1,0.0,0.0,1.231659645981282e-05,9.481154683970812e-05,1.231659645981282e-05,6.051700698873515e-06,0.0,0.0,0.0008721793924192,0.0141216320482516
894,125,320.0,0.7,1.023599,-1.0,-0.1454,-1.0,1,1,1,0.0,0.0,1.2234185621025e-05,9.48115468397074e-05,1.2234185621025e-05,6.033833697247276e-06,0.0,0.0,0.0008720791145788,0.014028756584697
895,125,320.0,0.7,1.023599,-1.0,-0.1454,-0.565727,1,1,1,0.0,0.0,1.223419736901417e-05,9.481154683970728e-05,1.223419736901417e-05,6.033836246654406e-06,0.0,0.0,0.0008720791288762,0.0140287698259432
896,125,320.0,0.7,1.023599,-1.0,-0.1454,-0.131454,1,1,1,0.0,0.0,1.2234209117009e-05,9.481154683970728e-05,1.2234209117009e-05,6.033838796062104e-06,0.0,0.0,0.0008720791431736,0.0140287830671954
897,125,320.0,0.7,1.023599,-1.0,-0.1454,0.302819,1,1,1,0.0,0.0,1.223422086500946e-05,9.481154683970709e-05,1.223422086500946e-05,6.033841345470339e-06,0.0,0.0,0.000872079157471,0.0140287963084535
898,125,320.0,0.7,1.023599,-1.0,-0.1454,0.737092,1,1,1,0.0,0.0,1.223423261301564e-05,9.48115468397085e-05,1.223423261301564e-05,6.03384389487919e-06,0.0,0.0,0.0008720791717684,0.0140288095497175
899,125,320.0,0.7,1.023599,-1.0,-0.1454,1.171365,1,1,1,0.0,0.0,1.22342443610274e-05,9.481154683970858e-05,1.22342443610274e-05,6.033846444288504e-06,0.0,0.0,0.0008720791860659,0.0140288227909875
900,125,320.0,0.7,1.023599,-0.5727,-0.5727,-1.0,1,1,1,0.0,0.0,1.23471762232181e-05,9.481154683970676e-05,1.23471762232181e-05,6.058322002419775e-06,0.0,0.0,0.0008722165934862,0.0141560895715899
901,125,320.0,0.7,1.023599,-0.5727,-0.5727,-0.565727,1,1,1,0.0,0.0,1.234718802533271e-05,9.481154683970644e-05,1.234718802533271e-05,6.058324556995058e-06,0.0,0.0,0.0008722166078429,0.0141561028697546
902,125,320.0,0.7,1.023599,-0.5727,-0.5727,-0.131454,1,1,1,0.0,0.0,1.234719982745299e-05,9.481154683970676e-05,1.234719982745299e-05,6.058327111570919e-06,0.0,0.0,0.0008722166221996,0.0141561161679251
903,125,320.0,0.7,1.023599,-0.5727,-0.5727,0.302819,1,1,1,0.0,0.0,1.234721162957891e-05,9.481154683970656e-05,1.234721162957891e-05,6.058329666147331e-06,0.0,0.0,0.0008722166365563,0.0141561294661016
904,125,320.0,0.7,1.023599,-0.5727,-0.5727,0.737092,1,1,1,0.0,0.0,1.234722343171052e-05,9.48115468397085e-05,1.234722343171052e-05,6.058332220724305e-06,0.0,0.0,0.000872216650913,0.0141561427642839
905,125,320.0,0.7,1.023599,-0.5727,-0.5727,1.171365,1,1,1,0.0,0.0,1.234723523384771e-05,9.48115468397085e-05,1.234723523384771e-05,6.05833477530176e-06,0.0,0.0,0.0008722166652697,0.0141561560624722
906,125,320.0,0.7,1.023599,-0.5727,-0.1454,-1.0,1,1,1,0.0,0.0,1.22647217841653e-05,9.481154683970828e-05,1.22647217841653e-05,6.040457975918939e-06,0.0,0.0,0.0008721162750206,0.0140631726931989
907,125,320.0,0.7,1.023599,-0.5727,-0.1454,-0.565727,1,1,1,0.0,0.0,1.226473354680666e-05,9.481154683970797e-05,1.226473354680666e-05,6.040460526725108e-06,0.0,0.0,0.0008721162893341,0.0140631859498587
908,125,320.0,0.7,1.023599,-0.5727,-0.1454,-0.131454,1,1,1,0.0,0.0,1.226474530945367e-05,9.481154683970828e-05,1.226474530945367e-05,6.040463077531859e-06,0.0,0.0,0.0008721163036475,0.0140631992065243
909,125,320.0,0.7,1.023599,-0.5727,-0.1454,0.302819,1,1,1,0.0,0.0,1.226475707210627e-05,9.481154683970709e-05,1.226475707210627e-05,6.040465628339152e-06,0.0,0.0,0.000872116317961,0.014063212463196
910,125,320.0,0.7,1.023599,-0.5727,-0.1454,0.737092,1,1,1,0.0,0.0,1.226476883476463e-05,9.48115468397085e-05,1.226476883476463e-05,6.040468179147025e-06,0.0,0.0,0.0008721163322745,0.0140632257198734
911,125,320.0,0.7,1.023599,-0.5727,-0.1454,1.171365,1,1,1,0.0,0.0,1.226478059742852e-05,9.481154683970812e-05,1.226478059742852e-05,6.04047072995537e-06,0.0,0.0,0.0008721163465879,0.0140632389765568
912,125,320.0,0.7,1.023599,-0.1454,-0.5727,-1.0,1,1,1,0.0,0.0,1.237785298518423e-05,9.48115468397076e-05,1.237785298518423e-05,6.06495970610912e-06,0.0,0.0,0.0008722539079518,0.0141906535153832
913,125,320.0,0.7,1.023599,-0.1454,-0.5727,-0.565727,1,1,1,0.0,0.0,1.237786480195101e-05,9.481154683970709e-05,1.237786480195101e-05,6.064962262083473e-06,0.0,0.0,0.0008722539223246,0.014190666828947
914,125,320.0,0.7,1.023599,-0.1454,-0.5727,-0.131454,1,1,1,0.0,0.0,1.237787661872345e-05,9.481154683970709e-05,1.237787661872345e-05,6.064964818058371e-06,0.0,0.0,0.0008722539366973,0.0141906801425167
915,125,320.0,0.7,1.023599,-0.1454,-0.5727,0.302819,1,1,1,0.0,0.0,1.237788843550152e-05,9.481154683970676e-05,1.237788843550152e-05,6.064967374033759e-06,0.0,0.0,0.0008722539510701,0.0141906934560923
916,125,320.0,0.7,1.023599,-0.1454,-0.5727,0.737092,1,1,1,0.0,0.0,1.237790025228528e-05,9.48115468397074e-05,1.237790025228528e-05,6.064969930009807e-06,0.0,0.0,0.0008722539654428,0.0141907067696738
917,125,320.0,0.7,1.023599,-0.1454,-0.5727,1.171365,1,1,1,0.0,0.0,1.237791206907462e-05,9.481154683970728e-05,1.237791206907462e-05,6.064972485986293e-06,0.0,0.0,0.0008722539798156,0.0141907200832613
918,125,320.0,0.7,1.023599,-0.1454,-0.1454,-1.0,1,1,1,0.0,0.0,1.229529600849768e-05,9.48115468397076e-05,1.229529600849768e-05,6.047085888846894e-06,0.0,0.0,0.0008721534771579,0.0140976288354247
919,125,320.0,0.7,1.023599,-0.1454,-0.1454,-0.565727,1,1,1,0.0,0.0,1.22953077857912e-05,9.481154683970656e-05,1.22953077857912e-05,6.047088441052149e-06,0.0,0.0,0.0008721534914874,0.0140976421074941
920,125,320.0,0.7,1.023599,-0.1454,-0.1454,-0.131454,1,1,1,0.0,0.0,1.229531956309038e-05,9.481154683970656e-05,1.229531956309038e-05,6.047090993257958e-06,0.0,0.0,0.0008721535058169,0.0140976553795693
921,125,320.0,0.7,1.023599,-0.1454,-0.1454,0.302819,1,1,1,0.0,0.0,1.229533134039519e-05,9.481154683970676e-05,1.229533134039519e-05,6.047093545464272e-06,0.0,0.0,0.0008721535201464,0.0140976686516504
922,125,320.0,0.7,1.023599,-0.1454,-0.1454,0.737092,1,1,1,0.0,0.0,1.229534311770568e-05,9.48115468397076e-05,1.229534311770568e-05,6.047096097671212e-06,0.0,0.0,0.0008721535344759,0.0140976819237375
923,125,320.0,0.7,1.023599,-0.1454,-0.1454,1.171365,1,1,1,0.0,0.0,1.229535489502179e-05,9.481154683970776e-05,1.229535489502179e-05,6.047098649878673e-06,0.0,0.0,0.0008721535488054,0.0140976951958305
924,125,320.0,0.7,1.198132,-1.0,-0.5727,-1.0,1,1,1,0.0,0.0,1.071417987263832e-05,8.139841426880497e-05,1.071417987263832e-05,5.225832486995673e-06,0.0,0.0,0.0007489611638531,0.0143053877687295
925,125,320.0,0.7,1.198132,-1.0,-0.5727,-0.565727,1,1,1,0.0,0.0,1.071419795604661e-05,8.139841426880514e-05,1.071419795604661e-05,5.225836389514891e-06,0.0,0.0,0.000748961185839,0.014305411493445
926,125,320.0,0.7,1.198132,-1.0,-0.5727,-0.131454,1,1,1,0.0,0.0,1.071421603947014e-05,8.139841426880497e-05,1.071421603947014e-05,5.225840292035504e-06,0.0,0.0,0.000748961207825,0.0143054352181792
927,125,320.0,0.7,1.198132,-1.0,-0.5727,0.302819,1,1,1,0.0,0.0,1.071423412290894e-05,8.139841426880497e-05,1.071423412290894e-05,5.225844194557605e-06,0.0,0.0,0.0007489612298109,0.014305458942932
928,125,320.0,0.7,1.198132,-1.0,-0.5727,0.737092,1,1,1,0.0,0.0,1.071425220636299e-05,8.139841426880482e-05,1.071425220636299e-05,5.225848097081172e-06,0.0,0.0,0.0007489612517969,0.0143054826677035
929,125,320.0,0.7,1.198132,-1.0,-0.5727,1.171365,1,1,1,0.0,0.0,1.071427028983237e-05,8.139841426880613e-05,1.071427028983237e-05,5.225851999606273e-06,0.0,0.0,0.0007489612737829,0.0143055063924936
930,125,320.0,0.7,1.198132,-0.5727,-0.1454,-1.0,1,1,1,0.0,0.0,1.051512503389931e-05,8.139841426880514e-05,1.051512503389931e-05,5.182762836958588e-06,0.0,0.0,0.0007487190393643,0.0140441533887345
931,125,320.0,0.7,1.198132,-0.5727,-0.1454,-0.565727,1,1,1,0.0,0.0,1.051514294853759e-05,8.139841426880514e-05,1.051514294853759e-05,5.182766723362844e-06,0.0,0.0,0.0007487190611654,0.0140441769068497
