Unnamed: 0,m_phi,mA,alpha,beta,lambda6,lambda7,m12,positivity_ok,unitarity_ok,perturbativity_ok,w_h2_bb,w_h2_tautau,w_h2_WW,w_h2_ZZ,w_h2_gaga,w_h2_Zga,w_h2_gg,w_h2_hh,w_total_h2,branching_ratio_h2_gaga
5869,215,500.0,-0.35,1.023599,-0.1454,-1.0,-0.565727,1,1,1,0.0,0.0,4.204142387403929e-06,0.0212912186599213,4.204142387403929e-06,1.197357091323032e-05,0.0,0.0,0.0758339644973454,5.543877885417809e-05
5870,215,500.0,-0.35,1.023599,-0.1454,-1.0,-0.131454,1,1,1,0.0,0.0,4.204145588048842e-06,0.0212912186599213,4.204145588048842e-06,1.197357421691393e-05,0.0,0.0,0.0758339645038496,5.543882105537844e-05
5871,215,500.0,-0.35,1.023599,-0.1454,-1.0,0.302819,1,1,1,0.0,0.0,4.204148788695697e-06,0.0212912186599214,4.204148788695697e-06,1.197357752059856e-05,0.0,0.0,0.0758339645103542,5.543886325660414e-05
5872,215,500.0,-0.35,1.023599,-0.1454,-1.0,0.737092,1,1,1,0.0,0.0,4.204151989344483e-06,0.0212912186599213,4.204151989344483e-06,1.197358082428414e-05,0.0,0.0,0.0758339645168584,5.543890545785548e-05
5873,215,500.0,-0.35,1.023599,-0.1454,-1.0,1.171365,1,1,1,0.0,0.0,4.204155189995201e-06,0.0212912186599213,4.204155189995201e-06,1.197358412797071e-05,0.0,0.0,0.0758339645233628,5.543894765913224e-05
5874,215,500.0,-0.35,1.023599,-0.1454,-0.5727,-1.0,1,1,1,0.0,0.0,4.095829480276608e-06,0.0212912186599214,4.095829480276608e-06,1.186118021208711e-05,0.0,0.0,0.0758337437937373,5.401064585993519e-05
5875,215,500.0,-0.35,1.023599,-0.1454,-0.5727,-0.565727,1,1,1,0.0,0.0,4.09583261474207e-06,0.0212912186599214,4.09583261474207e-06,1.186118348201883e-05,0.0,0.0,0.0758337438001418,5.401068718876051e-05
5876,215,500.0,-0.35,1.023599,-0.1454,-0.5727,-0.131454,1,1,1,0.0,0.0,4.095835749209469e-06,0.0212912186599214,4.095835749209469e-06,1.186118675195152e-05,0.0,0.0,0.0758337438065461,5.401072851761156e-05
5877,215,500.0,-0.35,1.023599,-0.1454,-0.5727,0.302819,1,1,1,0.0,0.0,4.095838883678799e-06,0.0212912186599214,4.095838883678799e-06,1.186119002188521e-05,0.0,0.0,0.0758337438129507,5.401076984648781e-05
5878,215,500.0,-0.35,1.023599,-0.1454,-0.5727,0.737092,1,1,1,0.0,0.0,4.095842018150068e-06,0.0212912186599214,4.095842018150068e-06,1.186119329181988e-05,0.0,0.0,0.075833743819355,5.401081117538975e-05
5879,215,500.0,-0.35,1.023599,-0.1454,-0.5727,1.171365,1,1,1,0.0,0.0,4.09584515262327e-06,0.0212912186599214,4.09584515262327e-06,1.186119656175553e-05,0.0,0.0,0.0758337438257593,5.401085250431729e-05
5880,215,500.0,-0.35,1.023599,-0.1454,-0.1454,-1.0,1,1,1,0.0,0.0,3.989782614221457e-06,0.0212912186599214,3.989782614221457e-06,1.1749946876465e-05,0.0,0.0,0.0758335265135356,5.261238396330301e-05
5881,215,500.0,-0.35,1.023599,-0.1454,-0.1454,-0.565727,1,1,1,0.0,0.0,3.989785682509393e-06,0.0212912186599213,3.989785682509393e-06,1.174995011264577e-05,0.0,0.0,0.07583352651984,5.261242441976587e-05
5882,215,500.0,-0.35,1.023599,-0.1454,-0.1454,-0.131454,1,1,1,0.0,0.0,3.989788750799272e-06,0.0212912186599213,3.989788750799272e-06,1.174995334882754e-05,0.0,0.0,0.0758335265261444,5.261246487625427e-05
5883,215,500.0,-0.35,1.023599,-0.1454,-0.1454,0.302819,1,1,1,0.0,0.0,3.989791819091094e-06,0.0212912186599214,3.989791819091094e-06,1.174995658501033e-05,0.0,0.0,0.075833526532449,5.261250533276817e-05
5884,215,500.0,-0.35,1.023599,-0.1454,-0.1454,0.737092,1,1,1,0.0,0.0,3.989794887384843e-06,0.0212912186599214,3.989794887384843e-06,1.174995982119408e-05,0.0,0.0,0.0758335265387535,5.261254578930759e-05
5885,215,500.0,-0.35,1.023599,-0.1454,-0.1454,1.171365,1,1,1,0.0,0.0,3.989797955680525e-06,0.0212912186599214,3.989797955680525e-06,1.174996305737882e-05,0.0,0.0,0.0758335265450581,5.261258624587235e-05
5886,215,500.0,-0.35,1.023599,0.2819,-0.5727,-1.0,1,1,1,0.0,0.0,4.135769138833081e-06,0.0212912186599214,4.135769138833081e-06,1.190276287784724e-05,0.0,0.0,0.0758338253160616,5.453726119704425e-05
5887,215,500.0,-0.35,1.023599,0.2819,-0.5727,-0.565727,1,1,1,0.0,0.0,4.135772297863133e-06,0.0212912186599214,4.135772297863133e-06,1.190276616030702e-05,0.0,0.0,0.0758338253225031,5.453730284968063e-05
5888,215,500.0,-0.35,1.023599,0.2819,-0.5727,-0.131454,1,1,1,0.0,0.0,4.135775456895118e-06,0.0212912186599213,4.135775456895118e-06,1.190276944276779e-05,0.0,0.0,0.0758338253289445,5.453734450234257e-05
5889,215,500.0,-0.35,1.023599,0.2819,-0.5727,0.302819,1,1,1,0.0,0.0,4.135778615929046e-06,0.0212912186599214,4.135778615929046e-06,1.190277272522958e-05,0.0,0.0,0.075833825335386,5.453738615502999e-05
5890,215,500.0,-0.35,1.023599,0.2819,-0.5727,0.737092,1,1,1,0.0,0.0,4.135781774964912e-06,0.0212912186599214,4.135781774964912e-06,1.190277600769234e-05,0.0,0.0,0.0758338253418276,5.453742780774294e-05
5891,215,500.0,-0.35,1.023599,0.2819,-0.5727,1.171365,1,1,1,0.0,0.0,4.135784934002705e-06,0.0212912186599214,4.135784934002705e-06,1.190277929015609e-05,0.0,0.0,0.0758338253482692,5.453746946048125e-05
5892,215,500.0,-0.35,1.023599,0.2819,-0.1454,-1.0,1,1,1,0.0,0.0,4.028882323568937e-06,0.0212912186599214,4.028882323568937e-06,1.179110116322152e-05,0.0,0.0,0.0758336067675318,5.312792698782599e-05
5893,215,500.0,-0.35,1.023599,0.2819,-0.1454,-0.565727,1,1,1,0.0,0.0,4.028885416421468e-06,0.0212912186599215,4.028885416421468e-06,1.179110441193039e-05,0.0,0.0,0.0758336067738735,5.312796776810453e-05
5894,215,500.0,-0.35,1.023599,0.2819,-0.1454,-0.131454,1,1,1,0.0,0.0,4.028888509275947e-06,0.0212912186599214,4.028888509275947e-06,1.179110766064026e-05,0.0,0.0,0.0758336067802148,5.31280085484091e-05
5895,215,500.0,-0.35,1.023599,0.2819,-0.1454,0.302819,1,1,1,0.0,0.0,4.028891602132357e-06,0.0212912186599214,4.028891602132357e-06,1.179111090935111e-05,0.0,0.0,0.0758336067865564,5.312804932873886e-05
5896,215,500.0,-0.35,1.023599,0.2819,-0.1454,0.737092,1,1,1,0.0,0.0,4.028894694990695e-06,0.0212912186599214,4.028894694990695e-06,1.179111415806295e-05,0.0,0.0,0.0758336067928981,5.312809010909396e-05
5897,215,500.0,-0.35,1.023599,0.2819,-0.1454,1.171365,1,1,1,0.0,0.0,4.028897787850976e-06,0.0212912186599215,4.028897787850976e-06,1.179111740677577e-05,0.0,0.0,0.0758336067992399,5.31281308894747e-05
5898,215,500.0,-0.35,1.198132,-1.0,-1.0,-1.0,1,1,1,0.0,0.0,8.357882453081492e-08,0.0002848698662785,8.357882453081492e-08,1.863842885672682e-07,0.0,0.0,0.0010146883074872,8.236896386220147e-05
5899,215,500.0,-0.35,1.198132,-1.0,-1.0,-0.565727,1,1,1,0.0,0.0,8.357984180414964e-08,0.0002848698662785,8.357984180414964e-08,1.863852064598824e-07,0.0,0.0,0.0010146883094224,8.236996625271682e-05
5900,215,500.0,-0.35,1.198132,-1.0,-1.0,-0.131454,1,1,1,0.0,0.0,8.358085908573136e-08,0.0002848698662785,8.358085908573136e-08,1.863861243567015e-07,0.0,0.0,0.0010146883113575,8.237096865135436e-05
5901,215,500.0,-0.35,1.198132,-1.0,-1.0,0.302819,1,1,1,0.0,0.0,8.358187637556096e-08,0.0002848698662785,8.358187637556096e-08,1.863870422577278e-07,0.0,0.0,0.0010146883132927,8.237197105811593e-05
5902,215,500.0,-0.35,1.198132,-1.0,-1.0,0.737092,1,1,1,0.0,0.0,8.358289367363749e-08,0.0002848698662785,8.358289367363749e-08,1.86387960162959e-07,0.0,0.0,0.0010146883152279,8.237297347300021e-05
5903,215,500.0,-0.35,1.198132,-1.0,-1.0,1.171365,1,1,1,0.0,0.0,8.35839109799612e-08,0.0002848698662785,8.35839109799612e-08,1.863888780723992e-07,0.0,0.0,0.0010146883171631,8.237397589600704e-05
5904,215,500.0,-0.35,1.198132,-0.5727,-0.5727,-1.0,1,1,1,0.0,0.0,5.73793503262233e-08,0.0002848698662785,5.73793503262233e-08,1.613636072674457e-07,0.0,0.0,0.0010146370873317,5.655159962378066e-05
5905,215,500.0,-0.35,1.198132,-0.5727,-0.5727,-0.565727,1,1,1,0.0,0.0,5.7380126662169775e-08,0.0002848698662785,5.7380126662169775e-08,1.613644022805836e-07,0.0,0.0,0.001014637088903,5.655236467277485e-05
5906,215,500.0,-0.35,1.198132,-0.5727,-0.5727,-0.131454,1,1,1,0.0,0.0,5.738090300636359e-08,0.0002848698662785,5.738090300636359e-08,1.613651972979277e-07,0.0,0.0,0.0010146370904744,5.655312972989408e-05
5907,215,500.0,-0.35,1.198132,-0.5727,-0.5727,0.302819,1,1,1,0.0,0.0,5.73816793588045e-08,0.0002848698662785,5.73816793588045e-08,1.61365992319478e-07,0.0,0.0,0.0010146370920458,5.655389479513841e-05
5908,215,500.0,-0.35,1.198132,-0.5727,-0.5727,0.737092,1,1,1,0.0,0.0,5.7382455719492715e-08,0.0002848698662785,5.7382455719492715e-08,1.613667873452345e-07,0.0,0.0,0.0010146370936172,5.655465986850798e-05
5909,215,500.0,-0.35,1.198132,-0.5727,-0.5727,1.171365,1,1,1,0.0,0.0,5.73832320884281e-08,0.0002848698662785,5.73832320884281e-08,1.61367582375197e-07,0.0,0.0,0.0010146370951886,5.655542495000277e-05
5910,215,500.0,-0.35,1.198132,-0.1454,-0.5727,-1.0,1,1,1,0.0,0.0,6.158529794155917e-08,0.0002848698662785,6.158529794155917e-08,1.656118774620771e-07,0.0,0.0,0.0010146455415495,6.069636677997656e-05
5911,215,500.0,-0.35,1.198132,-0.1454,-0.5727,-0.565727,1,1,1,0.0,0.0,6.158611774189688e-08,0.0002848698662785,6.158611774189688e-08,1.656126946423085e-07,0.0,0.0,0.0010146455431865,6.069717464927102e-05
5912,215,500.0,-0.35,1.198132,-0.1454,-0.5727,-0.131454,1,1,1,0.0,0.0,6.158693755048187e-08,0.0002848698662785,6.158693755048187e-08,1.656135118267463e-07,0.0,0.0,0.0010146455448235,6.069798252669001e-05
5913,215,500.0,-0.35,1.198132,-0.1454,-0.5727,0.302819,1,1,1,0.0,0.0,6.15877573673141e-08,0.0002848698662785,6.15877573673141e-08,1.656143290153897e-07,0.0,0.0,0.0010146455464605,6.069879041223407e-05
5914,215,500.0,-0.35,1.198132,-0.1454,-0.5727,0.737092,1,1,1,0.0,0.0,6.158857719239354e-08,0.0002848698662785,6.158857719239354e-08,1.656151462082397e-07,0.0,0.0,0.0010146455480975,6.069959830590282e-05
5915,215,500.0,-0.35,1.198132,-0.1454,-0.5727,1.171365,1,1,1,0.0,0.0,6.158939702572016e-08,0.0002848698662785,6.158939702572016e-08,1.656159634052956e-07,0.0,0.0,0.0010146455497345,6.070040620769646e-05
5916,215,500.0,-0.35,1.198132,-0.1454,-0.1454,-1.0,1,1,1,0.0,0.0,3.821871337669743e-08,0.0002848698662785,3.821871337669743e-08,1.399327740888365e-07,0.0,0.0,0.0010145964958616,3.766887972961272e-05
5917,215,500.0,-0.35,1.198132,-0.1454,-0.1454,-0.565727,1,1,1,0.0,0.0,3.821924877525561e-08,0.0002848698662785,3.821924877525561e-08,1.399334462224984e-07,0.0,0.0,0.0010145964970691,3.766940738082515e-05
5918,215,500.0,-0.35,1.198132,-0.1454,-0.1454,-0.131454,1,1,1,0.0,0.0,3.82197841820613e-08,0.0002848698662785,3.82197841820613e-08,1.399341183603672e-07,0.0,0.0,0.0010145964982766,3.766993504016465e-05
5919,215,500.0,-0.35,1.198132,-0.1454,-0.1454,0.302819,1,1,1,0.0,0.0,3.8220319597113646e-08,0.0002848698662785,3.8220319597113646e-08,1.39934790502441e-07,0.0,0.0,0.0010145964994842,3.767046270763064e-05
5920,215,500.0,-0.35,1.198132,-0.1454,-0.1454,0.737092,1,1,1,0.0,0.0,3.8220855020413566e-08,0.0002848698662785,3.8220855020413566e-08,1.399354626487227e-07,0.0,0.0,0.0010145965006918,3.76709903832236e-05
5921,215,500.0,-0.35,1.198132,-0.1454,-0.1454,1.171365,1,1,1,0.0,0.0,3.8221390451960886e-08,0.0002848698662785,3.8221390451960886e-08,1.399361347992093e-07,0.0,0.0,0.0010145965018993,3.767151806694366e-05
5922,215,500.0,-0.35,1.198132,0.2819,-0.1454,-1.0,1,1,1,0.0,0.0,4.115487559855868e-08,0.0002848698662785,4.115487559855868e-08,1.435334463146648e-07,0.0,0.0,0.001014603032696,4.056253950789003e-05
5923,215,500.0,-0.35,1.198132,0.2819,-0.1454,-0.565727,1,1,1,0.0,0.0,4.1155454461508184e-08,0.0002848698662785,4.1155454461508184e-08,1.435341406154213e-07,0.0,0.0,0.0010146030339692,4.056310998844968e-05
5924,215,500.0,-0.35,1.198132,0.2819,-0.1454,-0.131454,1,1,1,0.0,0.0,4.115603333270508e-08,0.0002848698662785,4.115603333270508e-08,1.435348349203836e-07,0.0,0.0,0.0010146030352423,4.056368047713618e-05
5925,215,500.0,-0.35,1.198132,0.2819,-0.1454,0.302819,1,1,1,0.0,0.0,4.1156612212148777e-08,0.0002848698662785,4.1156612212148777e-08,1.435355292295514e-07,0.0,0.0,0.0010146030365155,4.056425097394893e-05
5926,215,500.0,-0.35,1.198132,0.2819,-0.1454,0.737092,1,1,1,0.0,0.0,4.115719109983989e-08,0.0002848698662785,4.115719109983989e-08,1.435362235429259e-07,0.0,0.0,0.0010146030377887,4.056482147888834e-05
5927,215,500.0,-0.35,1.198132,0.2819,-0.1454,1.171365,1,1,1,0.0,0.0,4.115776999577823e-08,0.0002848698662785,4.115776999577823e-08,1.435369178605063e-07,0.0,0.0,0.0010146030390619,4.056539199195442e-05
5928,215,500.0,0.0,0.5,-1.0,-1.0,-1.0,1,1,1,0.0,0.0,8.155050213192307e-05,0.4271802811765823,8.155050213192307e-05,0.0002373239146821,0.0,0.0,1.521502982941396,5.359864755195432e-05
5929,215,500.0,0.0,0.5,-1.0,-1.0,-0.565727,1,1,1,0.0,0.0,8.155051409207448e-05,0.427180281176583,8.155051409207448e-05,0.0002373239271988,0.0,0.0,1.521502982965874,5.359865541183995e-05
5930,215,500.0,0.0,0.5,-1.0,-1.0,-0.131454,1,1,1,0.0,0.0,8.155052605222739e-05,0.427180281176583,8.155052605222739e-05,0.0002373239397155,0.0,0.0,1.521502982990351,5.35986632717266e-05
5931,215,500.0,0.0,0.5,-1.0,-1.0,0.302819,1,1,1,0.0,0.0,8.155053801238172e-05,0.427180281176583,8.155053801238172e-05,0.0002373239522321,0.0,0.0,1.521502983014828,5.359867113161418e-05
5932,215,500.0,0.0,0.5,-1.0,-1.0,0.737092,1,1,1,0.0,0.0,8.15505499725375e-05,0.4271802811765834,8.15505499725375e-05,0.0002373239647488,0.0,0.0,1.521502983039306,5.359867899150266e-05
5933,215,500.0,0.0,0.5,-1.0,-1.0,1.171365,1,1,1,0.0,0.0,8.15505619326945e-05,0.4271802811765829,8.15505619326945e-05,0.0002373239772655,0.0,0.0,1.521502983063782,5.359868685139204e-05
5934,215,500.0,0.0,0.5,-0.5727,-1.0,-1.0,1,1,1,0.0,0.0,8.182560426793579e-05,0.427180281176583,8.182560426793579e-05,0.0002376116163655,0.0,0.0,1.521503545745217,5.377943712110013e-05
5935,215,500.0,0.0,0.5,-0.5727,-1.0,-0.565727,1,1,1,0.0,0.0,8.182561626074958e-05,0.427180281176583,8.182561626074958e-05,0.0002376116288988,0.0,0.0,1.521503545769743,5.377944500244542e-05
5936,215,500.0,0.0,0.5,-0.5727,-1.0,-0.131454,1,1,1,0.0,0.0,8.182562825356478e-05,0.4271802811765829,8.182562825356478e-05,0.0002376116414322,0.0,0.0,1.52150354579427,5.377945288379161e-05
5937,215,500.0,0.0,0.5,-0.5727,-1.0,0.302819,1,1,1,0.0,0.0,8.182564024638141e-05,0.4271802811765829,8.182564024638141e-05,0.0002376116539655,0.0,0.0,1.521503545818796,5.377946076513875e-05
5938,215,500.0,0.0,0.5,-0.5727,-1.0,0.737092,1,1,1,0.0,0.0,8.182565223919959e-05,0.4271802811765837,8.182565223919959e-05,0.0002376116664988,0.0,0.0,1.521503545843324,5.377946864648684e-05
5939,215,500.0,0.0,0.5,-0.5727,-1.0,1.171365,1,1,1,0.0,0.0,8.182566423201893e-05,0.4271802811765829,8.182566423201893e-05,0.0002376116790322,0.0,0.0,1.521503545867848,5.377947652783584e-05
5940,215,500.0,0.0,0.5,-0.5727,-0.5727,-1.0,1,1,1,0.0,0.0,8.174342247965096e-05,0.4271802811765834,8.174342247965096e-05,0.0002375257127733,0.0,0.0,1.521503377659838,5.372542951917542e-05
5941,215,500.0,0.0,0.5,-0.5727,-0.5727,-0.565727,1,1,1,0.0,0.0,8.174343446271688e-05,0.4271802811765838,8.174343446271688e-05,0.0002375257253016,0.0,0.0,1.521503377684351,5.372543739411618e-05
5942,215,500.0,0.0,0.5,-0.5727,-0.5727,-0.131454,1,1,1,0.0,0.0,8.174344644578397e-05,0.4271802811765829,8.174344644578397e-05,0.00023752573783,0.0,0.0,1.52150337770886,5.372544526905784e-05
5943,215,500.0,0.0,0.5,-0.5727,-0.5727,0.302819,1,1,1,0.0,0.0,8.174345842885279e-05,0.4271802811765834,8.174345842885279e-05,0.0002375257503584,0.0,0.0,1.521503377733372,5.37254531440005e-05
5944,215,500.0,0.0,0.5,-0.5727,-0.5727,0.737092,1,1,1,0.0,0.0,8.17434704119229e-05,0.4271802811765837,8.17434704119229e-05,0.0002375257628867,0.0,0.0,1.521503377757885,5.372546101894403e-05
5945,215,500.0,0.0,0.5,-0.5727,-0.5727,1.171365,1,1,1,0.0,0.0,8.174348239499428e-05,0.4271802811765829,8.174348239499428e-05,0.0002375257754151,0.0,0.0,1.521503377782394,5.37254688938885e-05
5946,215,500.0,0.0,0.5,-0.1454,-1.0,-1.0,1,1,1,0.0,0.0,8.210145666414478e-05,0.4271802811765834,8.210145666414478e-05,0.000237899700686,0.0,0.0,1.521504109681935,5.396071962060476e-05
5947,215,500.0,0.0,0.5,-0.1454,-1.0,-0.565727,1,1,1,0.0,0.0,8.210146868962082e-05,0.4271802811765829,8.210146868962082e-05,0.0002378997132359,0.0,0.0,1.521504109706509,5.396072752340958e-05
5948,215,500.0,0.0,0.5,-0.1454,-1.0,-0.131454,1,1,1,0.0,0.0,8.210148071509838e-05,0.4271802811765829,8.210148071509838e-05,0.0002378997257859,0.0,0.0,1.521504109731085,5.396073542621535e-05
5949,215,500.0,0.0,0.5,-0.1454,-1.0,0.302819,1,1,1,0.0,0.0,8.210149274057734e-05,0.4271802811765829,8.210149274057734e-05,0.0002378997383359,0.0,0.0,1.52150410975566,5.396074332902203e-05
5950,215,500.0,0.0,0.5,-0.1454,-1.0,0.737092,1,1,1,0.0,0.0,8.210150476605786e-05,0.4271802811765837,8.210150476605786e-05,0.0002378997508859,0.0,0.0,1.521504109780238,5.396075123182965e-05
5951,215,500.0,0.0,0.5,-0.1454,-1.0,1.171365,1,1,1,0.0,0.0,8.210151679153969e-05,0.4271802811765837,8.210151679153969e-05,0.0002378997634359,0.0,0.0,1.521504109804813,5.396075913463823e-05
5952,215,500.0,0.0,0.5,-0.1454,-0.5727,-1.0,1,1,1,0.0,0.0,8.201905096339743e-05,0.427180281176583,8.201905096339743e-05,0.0002378136828971,0.0,0.0,1.521503941258444,5.390656490548362e-05
5953,215,500.0,0.0,0.5,-0.1454,-0.5727,-0.565727,1,1,1,0.0,0.0,8.201906297912558e-05,0.4271802811765829,8.201906297912558e-05,0.0002378136954421,0.0,0.0,1.521503941283005,5.390657280188388e-05
5954,215,500.0,0.0,0.5,-0.1454,-0.5727,-0.131454,1,1,1,0.0,0.0,8.201907499485515e-05,0.427180281176583,8.201907499485515e-05,0.0002378137079871,0.0,0.0,1.521503941307565,5.390658069828513e-05
5955,215,500.0,0.0,0.5,-0.1454,-0.5727,0.302819,1,1,1,0.0,0.0,8.20190870105862e-05,0.427180281176583,8.20190870105862e-05,0.0002378137205321,0.0,0.0,1.521503941332126,5.390658859468733e-05
5956,215,500.0,0.0,0.5,-0.1454,-0.5727,0.737092,1,1,1,0.0,0.0,8.201909902631871e-05,0.4271802811765838,8.201909902631871e-05,0.0002378137330771,0.0,0.0,1.52150394135669,5.390659649109038e-05
5957,215,500.0,0.0,0.5,-0.1454,-0.5727,1.171365,1,1,1,0.0,0.0,8.201911104205256e-05,0.4271802811765837,8.201911104205256e-05,0.0002378137456222,0.0,0.0,1.52150394138125,5.390660438749443e-05
5958,215,500.0,0.0,0.5,-0.1454,-0.1454,-1.0,1,1,1,0.0,0.0,8.19367120885209e-05,0.4271802811765837,8.19367120885209e-05,0.0002377276991898,0.0,0.0,1.521503772935864,5.385245409573807e-05
5959,215,500.0,0.0,0.5,-0.1454,-0.1454,-0.565727,1,1,1,0.0,0.0,8.19367240945011e-05,0.4271802811765834,8.19367240945011e-05,0.0002377277117298,0.0,0.0,1.521503772960409,5.385246198573387e-05
5960,215,500.0,0.0,0.5,-0.1454,-0.1454,-0.131454,1,1,1,0.0,0.0,8.193673610048262e-05,0.4271802811765829,8.193673610048262e-05,0.0002377277242699,0.0,0.0,1.521503772984954,5.385246987573055e-05
5961,215,500.0,0.0,0.5,-0.1454,-0.1454,0.302819,1,1,1,0.0,0.0,8.193674810646576e-05,0.4271802811765834,8.193674810646576e-05,0.0002377277368099,0.0,0.0,1.521503773009501,5.385247776572821e-05
5962,215,500.0,0.0,0.5,-0.1454,-0.1454,0.737092,1,1,1,0.0,0.0,8.193676011245027e-05,0.4271802811765838,8.193676011245027e-05,0.00023772774935,0.0,0.0,1.521503773034049,5.385248565572678e-05
5963,215,500.0,0.0,0.5,-0.1454,-0.1454,1.171365,1,1,1,0.0,0.0,8.193677211843615e-05,0.4271802811765837,8.193677211843615e-05,0.00023772776189,0.0,0.0,1.521503773058595,5.385249354572628e-05
5964,215,500.0,0.0,0.5,0.2819,-0.5727,-1.0,1,1,1,0.0,0.0,8.229542970734022e-05,0.4271802811765837,8.229542970734022e-05,0.000238102035658,0.0,0.0,1.521504505989951,5.408819322148215e-05
5965,215,500.0,0.0,0.5,0.2819,-0.5727,-0.565727,1,1,1,0.0,0.0,8.22954417557307e-05,0.4271802811765837,8.22954417557307e-05,0.0002381020482196,0.0,0.0,1.521504506014561,5.408820113934195e-05
5966,215,500.0,0.0,0.5,0.2819,-0.5727,-0.131454,1,1,1,0.0,0.0,8.229545380412252e-05,0.427180281176583,8.229545380412252e-05,0.0002381020607813,0.0,0.0,1.521504506039169,5.408820905720272e-05
5967,215,500.0,0.0,0.5,0.2819,-0.5727,0.302819,1,1,1,0.0,0.0,8.229546585251594e-05,0.427180281176583,8.229546585251594e-05,0.000238102073343,0.0,0.0,1.521504506063779,5.408821697506446e-05
5968,215,500.0,0.0,0.5,0.2819,-0.5727,0.737092,1,1,1,0.0,0.0,8.229547790091074e-05,0.4271802811765837,8.229547790091074e-05,0.0002381020859047,0.0,0.0,1.521504506088392,5.4088224892927e-05
5969,215,500.0,0.0,0.5,0.2819,-0.5727,1.171365,1,1,1,0.0,0.0,8.229548994930695e-05,0.4271802811765837,8.229548994930695e-05,0.0002381020984663,0.0,0.0,1.521504506113001,5.408823281079057e-05
5970,215,500.0,0.0,0.5,0.2819,-0.1454,-1.0,1,1,1,0.0,0.0,8.221286692000104e-05,0.4271802811765829,8.221286692000104e-05,0.000238015937754,0.0,0.0,1.521504337329258,5.403393529873977e-05
5971,215,500.0,0.0,0.5,0.2819,-0.1454,-0.565727,1,1,1,0.0,0.0,8.22128789586437e-05,0.4271802811765834,8.22128789586437e-05,0.0002380159503107,0.0,0.0,1.521504337353854,5.40339432101951e-05
5972,215,500.0,0.0,0.5,0.2819,-0.1454,-0.131454,1,1,1,0.0,0.0,8.221289099728751e-05,0.4271802811765829,8.221289099728751e-05,0.0002380159628674,0.0,0.0,1.521504337378448,5.403395112165128e-05
5973,215,500.0,0.0,0.5,0.2819,-0.1454,0.302819,1,1,1,0.0,0.0,8.22129030359329e-05,0.427180281176583,8.22129030359329e-05,0.0002380159754241,0.0,0.0,1.521504337403043,5.403395903310848e-05
5974,215,500.0,0.0,0.5,0.2819,-0.1454,0.737092,1,1,1,0.0,0.0,8.221291507457986e-05,0.4271802811765837,8.221291507457986e-05,0.0002380159879808,0.0,0.0,1.521504337427641,5.403396694456659e-05
5975,215,500.0,0.0,0.5,0.2819,-0.1454,1.171365,1,1,1,0.0,0.0,8.221292711322803e-05,0.4271802811765834,8.221292711322803e-05,0.0002380160005375,0.0,0.0,1.521504337452236,5.403397485602563e-05
5976,215,500.0,0.0,0.674533,-1.0,-0.5727,-1.0,1,1,1,0.0,0.0,6.455536698790211e-05,0.3383263641382549,6.455536698790211e-05,0.0001879262389055,0.0,0.0,1.205028805092772,5.357163805136771e-05
5977,215,500.0,0.0,0.674533,-1.0,-0.5727,-0.565727,1,1,1,0.0,0.0,6.45553773003761e-05,0.3383263641382549,6.45553773003761e-05,0.0001879262497001,0.0,0.0,1.205028805113879,5.357164660829448e-05
5978,215,500.0,0.0,0.674533,-1.0,-0.5727,-0.131454,1,1,1,0.0,0.0,6.455538761285145e-05,0.3383263641382549,6.455538761285145e-05,0.0001879262604947,0.0,0.0,1.205028805134986,5.357165516522239e-05
5979,215,500.0,0.0,0.674533,-1.0,-0.5727,0.302819,1,1,1,0.0,0.0,6.455539792532811e-05,0.3383263641382547,6.455539792532811e-05,0.0001879262712893,0.0,0.0,1.205028805156094,5.357166372215138e-05
5980,215,500.0,0.0,0.674533,-1.0,-0.5727,0.737092,1,1,1,0.0,0.0,6.455540823780612e-05,0.3383263641382549,6.455540823780612e-05,0.0001879262820839,0.0,0.0,1.2050288051772,5.357167227908149e-05
5981,215,500.0,0.0,0.674533,-1.0,-0.5727,1.171365,1,1,1,0.0,0.0,6.455541855028543e-05,0.3383263641382547,6.455541855028543e-05,0.0001879262928785,0.0,0.0,1.205028805198308,5.357168083601268e-05
5982,215,500.0,0.0,0.674533,-0.5727,-1.0,-1.0,1,1,1,0.0,0.0,6.486353653987395e-05,0.3383263641382547,6.486353653987395e-05,0.0001882484966085,0.0,0.0,1.205029435520027,5.38273461443556e-05
5983,215,500.0,0.0,0.674533,-0.5727,-1.0,-0.565727,1,1,1,0.0,0.0,6.486354689219114e-05,0.3383263641382549,6.486354689219114e-05,0.0001882485074234,0.0,0.0,1.205029435541194,5.382735473433484e-05
5984,215,500.0,0.0,0.674533,-0.5727,-1.0,-0.131454,1,1,1,0.0,0.0,6.486355724450966e-05,0.3383263641382547,6.486355724450966e-05,0.0001882485182383,0.0,0.0,1.205029435562362,5.382736332431515e-05
5985,215,500.0,0.0,0.674533,-0.5727,-1.0,0.302819,1,1,1,0.0,0.0,6.48635675968295e-05,0.3383263641382547,6.48635675968295e-05,0.0001882485290533,0.0,0.0,1.205029435583529,5.382737191429658e-05
5986,215,500.0,0.0,0.674533,-0.5727,-1.0,0.737092,1,1,1,0.0,0.0,6.486357794915067e-05,0.3383263641382547,6.486357794915067e-05,0.0001882485398682,0.0,0.0,1.205029435604696,5.382738050427909e-05
