m_phi,mA,alpha,beta,lambda6,lambda7,m12,sin_ba,tan_beta,positivity_ok,unitarity_ok,perturbativity_ok,width_h2_bb,width_h2_tautau,width_h2_WW,width_h2_ZZ,width_h2_gaga,width_h2_Zga,width_h2_gg,width_h2_h,total_width_h2,branching_ratio_h2_gaga
130.313999999999993,300.000000000000000,-0.009000000000000,0.099668700000000,-50.000000000000000,-50.000000000000000,-30.000000000000000,0.108454950191542,0.100000047983927,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.001463690535104,0.000196045569804,0.000130654975766,0.000004912743400,0.000000000000000,0.000000000000000,0.001795303824073,0.072775969178032
183.454000000000008,300.000000000000000,-0.009000000000000,0.099668700000000,-50.000000000000000,-50.000000000000000,-30.000000000000000,0.108454950191542,0.100000047983927,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.622292876674763,0.086982647909875,0.000343613542996,0.000075699481164,0.000000000000000,0.000000000000000,0.709694837608797,0.000484170836233
220.651999999999987,300.000000000000000,-0.009000000000000,0.099668700000000,-50.000000000000000,-50.000000000000000,-30.000000000000000,0.108454950191542,0.100000047983927,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.578773421866831,0.630025701853405,0.000818917135407,0.000396678774101,0.000000000000000,0.000000000000000,2.210014719629743,0.000370548271979
257.850000000000023,300.000000000000000,-0.009000000000000,0.099668700000000,-50.000000000000000,-50.000000000000000,-30.000000000000000,0.108454950191542,0.100000047983927,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.071259346647209,1.312888304847841,0.001613875554161,0.001029643196540,0.000000000000000,369835.923493490088731,369840.310284660314210,0.000000004363709
156.884000000000015,300.000000000000000,-0.009000000000000,0.099668700000000,-50.000000000000000,-50.000000000000000,-30.000000000000000,0.108454950191542,0.100000047983927,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.031551160330570,0.002527120983844,0.000195452175702,0.000005462978832,0.000000000000000,0.000000000000000,0.034279196468949,0.005701772381961
204.710000000000008,300.000000000000000,-0.009000000000000,0.099668700000000,-50.000000000000000,-50.000000000000000,-30.000000000000000,0.108454950191542,0.100000047983927,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.115642727392208,0.408041848518186,0.000581182593019,0.000225672007382,0.000000000000000,0.000000000000000,1.524491430510795,0.000381230475546
247.222000000000008,300.000000000000000,-0.009000000000000,0.099668700000000,-50.000000000000000,-50.000000000000000,-30.000000000000000,0.108454950191542,0.100000047983927,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.580357907962696,1.088389382365777,0.001348314956833,0.000811698974962,0.000000000000000,0.000000000000000,3.670907304260268,0.000367297467650
289.734000000000037,300.000000000000000,-0.009000000000000,0.099668700000000,-50.000000000000000,-50.000000000000000,-30.000000000000000,0.108454950191542,0.100000047983927,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.888921912638753,2.153344819548951,0.002636155519574,0.001897906690979,0.000000000000000,679336.249176910263486,679343.295977704692632,0.000000003880447
151.569999999999993,300.000000000000000,-0.009000000000000,0.099668700000000,-50.000000000000000,-50.000000000000000,-30.000000000000000,0.108454950191542,0.100000047983927,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.013806550248993,0.001580487744602,0.000187573850472,0.000007720064610,0.000000000000000,0.000000000000000,0.015582331908676,0.012037598195932
178.139999999999986,300.000000000000000,-0.009000000000000,0.099668700000000,-50.000000000000000,-50.000000000000000,-30.000000000000000,0.108454950191542,0.100000047983927,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.512364783441652,0.025002360764390,0.000297095787495,0.000050761774689,0.000000000000000,0.000000000000000,0.537715001768225,0.000552515340873
